Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,42,11,.792,—,42,11,101.6,92.3
Philadelphia 76ers,26,24,.520,14.5,27,23,96.7,95.5
New Jersey Nets,24,29,.453,18.0,23,30,98.2,100.0
New York Knicks,21,30,.412,20.0,21,30,104.7,107.4
Toronto Raptors,20,34,.370,22.5,21,33,97.0,99.9
Cleveland Cavaliers,39,11,.780,—,40,10,100.7,91.0
Detroit Pistons,27,23,.540,12.0,24,26,93.9,94.2
Milwaukee Bucks,25,29,.463,16.0,27,27,99.0,98.9
Chicago Bulls,23,29,.442,17.0,23,29,100.4,102.2
Indiana Pacers,21,32,.396,19.5,23,30,104.7,106.9
Orlando Magic,38,12,.760,—,38,12,102.8,94.3
Atlanta Hawks,30,21,.588,8.5,29,22,98.9,97.1
Miami Heat,27,24,.529,11.5,26,25,96.3,96.2
Charlotte Bobcats,20,31,.392,18.5,22,29,92.0,94.0
Washington Wizards,11,41,.212,28.0,13,39,94.6,102.5
Denver Nuggets,35,17,.673,—,32,20,103.9,100.4
Portland Trail Blazers,31,19,.620,3.0,31,19,98.8,95.2
Utah Jazz,29,23,.558,6.0,31,21,102.4,99.8
Minnesota Timberwolves,17,34,.333,17.5,19,32,98.7,102.5
Oklahoma City Thunder,13,39,.250,22.0,16,36,97.6,103.3
Los Angeles Lakers,42,9,.824,—,39,12,108.6,100.1
Phoenix Suns,28,22,.560,13.5,27,23,104.6,103.3
Golden State Warriors,18,35,.340,25.0,20,33,107.5,111.3
Los Angeles Clippers,12,40,.231,30.5,13,39,93.8,101.7
Sacramento Kings,11,42,.208,32.0,11,42,99.4,109.2
San Antonio Spurs,35,15,.700,—,31,19,98.0,94.6
Dallas Mavericks,31,20,.608,4.5,28,23,101.0,99.7
New Orleans Hornets,30,19,.612,4.5,29,20,95.7,93.2
Houston Rockets,31,21,.596,5.0,31,21,98.4,95.8
Memphis Grizzlies,15,36,.294,20.5,15,36,93.3,99.4
