Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,17,20,.459,—,19,18,100.9,100.3
Philadelphia 76ers,17,20,.459,—,16,21,97.0,99.1
New York Knicks,17,20,.459,—,16,21,96.0,97.8
Toronto Raptors,16,23,.410,2.0,18,21,98.2,99.3
New Jersey Nets,13,24,.351,4.0,10,27,86.4,92.5
Detroit Pistons,23,15,.605,—,21,17,91.0,89.5
Cleveland Cavaliers,22,14,.611,—,23,13,96.8,93.0
Indiana Pacers,19,17,.528,3.0,16,20,93.2,94.4
Chicago Bulls,17,18,.486,4.5,17,18,90.9,91.4
Milwaukee Bucks,13,23,.361,9.0,14,22,95.6,98.8
Miami Heat,28,11,.718,—,26,13,101.4,96.7
Washington Wizards,22,15,.595,5.0,19,18,101.7,101.4
Orlando Magic,21,16,.568,6.0,19,18,100.7,100.4
Charlotte Bobcats,8,26,.235,17.5,10,24,93.0,99.3
Atlanta Hawks,7,28,.200,19.0,8,27,90.7,99.5
Seattle SuperSonics,27,10,.730,—,25,12,100.5,95.8
Minnesota Timberwolves,19,18,.514,8.0,21,16,98.3,96.2
Denver Nuggets,16,22,.421,11.5,15,23,95.3,98.4
Portland Trail Blazers,15,22,.405,12.0,15,22,93.1,95.9
Utah Jazz,14,26,.350,14.5,15,25,94.3,97.7
Phoenix Suns,31,8,.795,—,30,9,108.4,99.2
Sacramento Kings,26,11,.703,4.0,23,14,102.0,98.2
Los Angeles Lakers,20,16,.556,9.5,18,18,98.3,98.0
Los Angeles Clippers,18,19,.486,12.0,18,19,95.6,95.7
Golden State Warriors,12,27,.308,19.0,12,27,93.7,98.9
San Antonio Spurs,31,9,.775,—,34,6,96.6,85.3
Dallas Mavericks,24,12,.667,5.0,25,11,103.0,97.0
Memphis Grizzlies,21,18,.538,9.5,24,15,93.8,90.8
Houston Rockets,20,19,.513,10.5,20,19,91.3,90.9
New Orleans Hornets,5,32,.135,24.5,8,29,87.5,95.6
