Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,23,8,.742,—,22,9,95.1,88.8
New York Knicks,21,12,.636,3.0,21,12,87.3,83.8
Miami Heat,19,15,.559,5.5,19,15,87.4,86.1
Orlando Magic,14,18,.438,9.5,15,17,94.8,95.4
Boston Celtics,12,21,.364,12.0,12,21,94.0,97.9
New Jersey Nets,10,22,.313,13.5,11,21,88.0,92.3
Washington Wizards,7,26,.212,17.0,9,24,90.4,97.1
Charlotte Hornets,21,13,.618,—,22,12,90.7,87.1
Milwaukee Bucks,18,14,.563,2.0,18,14,98.0,96.1
Cleveland Cavaliers,16,14,.533,3.0,12,18,91.4,93.8
Toronto Raptors,15,17,.469,5.0,16,16,94.9,94.6
Indiana Pacers,15,19,.441,6.0,16,18,92.7,93.6
Detroit Pistons,14,19,.424,6.5,14,19,95.8,97.7
Atlanta Hawks,11,21,.344,9.0,10,22,86.6,91.1
Chicago Bulls,6,26,.188,14.0,5,27,84.4,95.7
Dallas Mavericks,21,13,.618,—,21,13,98.6,95.4
San Antonio Spurs,20,11,.645,-0.5,22,9,93.4,87.7
Utah Jazz,20,13,.606,0.5,22,11,96.0,91.4
Minnesota Timberwolves,19,15,.559,2.0,17,17,96.9,96.6
Denver Nuggets,18,15,.545,2.5,15,18,98.4,100.2
Houston Rockets,16,16,.500,4.0,16,16,95.0,94.7
Vancouver Grizzlies,9,23,.281,11.0,11,21,89.5,93.7
Portland Trail Blazers,24,10,.706,—,23,11,96.6,91.4
Sacramento Kings,21,9,.700,1.0,23,7,99.4,91.3
Los Angeles Lakers,23,10,.697,0.5,22,11,101.3,96.5
Phoenix Suns,20,11,.645,2.5,20,11,94.8,91.2
Seattle SuperSonics,17,17,.500,7.0,16,18,97.6,98.7
Golden State Warriors,11,21,.344,12.0,11,21,96.1,101.1
Los Angeles Clippers,11,23,.324,13.0,13,21,90.3,93.8
