Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,41,27,.603,—,47,21,95.0,89.6
Philadelphia 76ers,40,28,.588,1.0,38,30,96.3,94.5
Boston Celtics,38,31,.551,3.5,33,36,92.7,93.2
Orlando Magic,36,33,.522,5.5,36,33,98.9,98.2
Washington Wizards,32,36,.471,9.0,33,35,91.6,91.9
New York Knicks,31,38,.449,10.5,31,38,95.8,97.1
Miami Heat,22,47,.319,19.5,23,46,85.7,90.1
Detroit Pistons,43,25,.632,—,45,23,91.0,86.6
Indiana Pacers,41,28,.594,2.5,42,27,96.5,93.6
New Orleans Hornets,40,30,.571,4.0,40,30,94.2,92.4
Milwaukee Bucks,33,36,.478,10.5,33,36,99.2,99.6
Atlanta Hawks,28,42,.400,16.0,25,45,93.9,98.0
Chicago Bulls,24,45,.348,19.5,23,46,94.3,99.0
Toronto Raptors,21,46,.313,21.5,20,47,91.0,96.8
Cleveland Cavaliers,12,56,.176,31.0,12,56,91.0,102.0
Dallas Mavericks,51,17,.750,—,53,15,103.2,94.5
San Antonio Spurs,48,20,.706,3.0,46,22,95.6,90.7
Minnesota Timberwolves,45,26,.634,7.5,41,30,98.0,95.7
Utah Jazz,39,29,.574,12.0,41,27,95.3,92.6
Houston Rockets,36,32,.529,15.0,38,30,93.8,92.1
Memphis Grizzlies,25,43,.368,26.0,28,40,97.9,100.5
Denver Nuggets,14,55,.203,37.5,15,54,83.2,91.5
Sacramento Kings,48,21,.696,—,50,19,101.8,95.1
Portland Trail Blazers,44,24,.647,3.5,41,27,94.9,92.1
Los Angeles Lakers,39,29,.574,8.5,38,30,99.1,97.5
Phoenix Suns,36,32,.529,11.5,35,33,95.3,94.8
Golden State Warriors,33,36,.478,15.0,33,36,101.8,102.4
Seattle SuperSonics,32,36,.471,15.5,32,36,92.2,92.8
Los Angeles Clippers,22,46,.324,25.5,24,44,93.0,97.4
