Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,28,16,.636,—,28,16,97.5,94.0
New York Knicks,26,17,.605,1.5,24,19,92.9,91.3
Philadelphia 76ers,25,20,.556,3.5,23,22,94.0,93.8
Orlando Magic,21,26,.447,8.5,23,24,101.2,101.7
Boston Celtics,20,25,.444,8.5,19,26,96.8,98.7
New Jersey Nets,17,28,.378,11.5,20,25,96.4,98.2
Washington Wizards,15,31,.326,14.0,16,30,96.1,100.3
Indiana Pacers,29,15,.659,—,31,13,102.0,95.9
Milwaukee Bucks,25,21,.543,5.0,24,22,103.3,102.9
Charlotte Hornets,24,19,.558,4.5,25,18,100.0,97.9
Toronto Raptors,24,19,.558,4.5,22,21,98.9,98.7
Detroit Pistons,22,23,.489,7.5,23,22,103.6,103.2
Cleveland Cavaliers,19,26,.422,10.5,18,27,97.9,101.0
Atlanta Hawks,17,26,.395,11.5,18,25,98.9,101.2
Chicago Bulls,9,34,.209,19.5,9,34,85.6,94.5
San Antonio Spurs,29,16,.644,—,33,12,95.9,89.2
Utah Jazz,27,16,.628,1.0,28,15,95.7,91.3
Minnesota Timberwolves,25,18,.581,3.0,23,20,97.3,96.0
Denver Nuggets,21,22,.488,7.0,19,24,98.5,100.2
Houston Rockets,18,27,.400,11.0,21,24,98.4,99.5
Dallas Mavericks,17,27,.386,11.5,19,25,101.4,103.1
Vancouver Grizzlies,12,32,.273,16.5,13,31,93.6,99.3
Portland Trail Blazers,34,10,.773,—,34,10,96.7,88.3
Los Angeles Lakers,34,11,.756,0.5,34,11,98.8,91.5
Seattle SuperSonics,29,18,.617,6.5,24,23,98.1,97.6
Sacramento Kings,28,16,.636,6.0,26,18,105.6,103.0
Phoenix Suns,26,18,.591,8.0,28,16,99.0,95.3
Golden State Warriors,11,32,.256,22.5,13,30,96.0,102.3
Los Angeles Clippers,11,34,.244,23.5,8,37,91.4,101.5
