Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,47,19,.712,—,46,20,103.6,97.4
Toronto Raptors,45,21,.682,2.0,43,23,103.0,98.4
Miami Heat,39,28,.582,8.5,36,31,98.9,97.7
Boston Celtics,39,28,.582,8.5,42,25,106.0,101.9
Atlanta Hawks,38,29,.567,9.5,41,26,102.1,98.6
Charlotte Hornets,37,29,.561,10.0,38,28,103.2,101.0
Indiana Pacers,36,31,.537,11.5,37,30,101.9,100.5
Detroit Pistons,34,33,.507,13.5,35,32,101.7,101.2
Chicago Bulls,33,32,.508,13.5,30,35,101.6,102.9
Washington Wizards,31,35,.470,16.0,29,37,102.9,104.5
Orlando Magic,29,37,.439,18.0,28,38,100.9,102.9
Milwaukee Bucks,29,39,.426,19.0,25,43,99.4,103.1
New York Knicks,28,40,.412,20.0,29,39,99.1,101.4
Brooklyn Nets,19,48,.284,28.5,20,47,98.2,104.4
Philadelphia 76ers,9,58,.134,38.5,13,54,97.1,107.7
Golden State Warriors,60,6,.909,—,53,13,115.6,104.6
San Antonio Spurs,57,10,.851,3.5,57,10,104.6,92.2
Oklahoma City Thunder,45,22,.672,15.5,48,19,109.8,102.9
Los Angeles Clippers,42,24,.636,18.0,41,25,104.4,100.7
Memphis Grizzlies,39,28,.582,21.5,30,37,99.0,100.4
Portland Trail Blazers,35,33,.515,26.0,36,32,104.0,103.4
Dallas Mavericks,34,33,.507,26.5,33,34,102.4,102.8
Houston Rockets,34,33,.507,26.5,32,35,106.1,106.6
Utah Jazz,32,35,.478,28.5,36,31,98.0,97.1
Denver Nuggets,28,40,.412,33.0,29,39,102.5,104.6
Sacramento Kings,26,40,.394,34.0,27,39,106.7,109.3
New Orleans Pelicans,24,42,.364,36.0,25,41,102.8,106.2
Minnesota Timberwolves,21,46,.313,39.5,24,43,101.4,105.5
Phoenix Suns,18,49,.269,42.5,18,49,100.8,108.0
Los Angeles Lakers,14,54,.206,47.0,15,53,97.9,106.8
