Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,21,10,.677,—,19,12,98.1,94.5
New York Knicks,19,12,.613,2.0,18,13,91.5,89.7
Philadelphia 76ers,19,15,.559,3.5,17,17,92.5,92.4
Orlando Magic,16,16,.500,5.5,16,16,102.8,102.6
Boston Celtics,13,17,.433,7.5,14,16,97.4,98.3
New Jersey Nets,12,19,.387,9.0,14,17,96.0,97.6
Washington Wizards,11,21,.344,10.5,11,21,91.9,96.7
Indiana Pacers,22,9,.710,—,23,8,102.4,95.0
Charlotte Hornets,18,13,.581,4.0,19,12,100.9,97.8
Toronto Raptors,18,13,.581,4.0,17,14,98.0,97.1
Detroit Pistons,18,14,.563,4.5,19,13,104.3,101.9
Milwaukee Bucks,18,15,.545,5.0,17,16,102.2,101.5
Cleveland Cavaliers,13,19,.406,9.5,13,19,98.8,101.5
Atlanta Hawks,11,20,.355,11.0,13,18,100.5,102.9
Chicago Bulls,3,26,.103,18.0,4,25,83.4,95.6
Utah Jazz,21,10,.677,—,21,10,95.7,90.5
San Antonio Spurs,21,12,.636,1.0,23,10,95.4,89.4
Denver Nuggets,16,15,.516,5.0,14,17,97.5,98.8
Minnesota Timberwolves,15,14,.517,5.0,15,14,96.4,96.0
Houston Rockets,10,22,.313,11.5,14,18,97.9,99.9
Dallas Mavericks,9,23,.281,12.5,12,20,100.6,104.8
Vancouver Grizzlies,7,24,.226,14.0,7,24,92.5,100.7
Los Angeles Lakers,27,5,.844,—,25,7,98.8,90.4
Portland Trail Blazers,24,8,.750,3.0,25,7,96.8,88.8
Seattle SuperSonics,20,12,.625,7.0,17,15,99.5,98.8
Phoenix Suns,19,11,.633,7.0,21,9,100.7,95.2
Sacramento Kings,18,11,.621,7.5,17,12,105.1,102.8
Los Angeles Clippers,9,22,.290,17.5,7,24,91.9,100.9
Golden State Warriors,6,26,.188,21.0,7,25,93.7,102.2
