Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,16,10,.615,—,16,10,99.5,95.8
Cleveland Cavaliers,15,7,.682,-1.0,15,7,102.0,96.7
Chicago Bulls,14,8,.636,—,12,10,98.9,97.5
Miami Heat,14,9,.609,0.5,13,10,95.8,93.6
Charlotte Hornets,14,9,.609,0.5,15,8,102.7,98.0
Indiana Pacers,14,9,.609,0.5,15,8,103.6,99.4
Boston Celtics,14,10,.583,1.0,16,8,103.7,98.8
Atlanta Hawks,14,12,.538,2.0,13,13,99.7,99.7
Detroit Pistons,14,12,.538,2.0,15,11,99.3,97.7
Orlando Magic,13,11,.542,2.0,13,11,100.1,98.5
New York Knicks,11,14,.440,4.5,11,14,97.3,99.2
Washington Wizards,10,13,.435,4.5,8,15,101.5,105.6
Milwaukee Bucks,10,15,.400,5.5,8,17,95.5,101.2
Brooklyn Nets,7,17,.292,8.0,7,17,96.0,102.6
Philadelphia 76ers,1,25,.038,15.0,4,22,90.6,103.3
Golden State Warriors,24,1,.960,—,21,4,115.3,102.2
San Antonio Spurs,21,5,.808,3.5,23,3,101.1,87.9
Oklahoma City Thunder,16,8,.667,7.5,17,7,107.6,100.7
Los Angeles Clippers,15,10,.600,9.0,14,11,102.6,100.9
Dallas Mavericks,14,11,.560,10.0,13,12,101.6,100.6
Memphis Grizzlies,14,12,.538,10.5,9,17,96.6,101.0
Houston Rockets,12,13,.480,12.0,10,15,104.4,107.1
Portland Trail Blazers,11,15,.423,13.5,13,13,102.0,102.0
Phoenix Suns,11,15,.423,13.5,13,13,104.8,105.0
Utah Jazz,10,13,.435,13.0,11,12,97.1,97.4
Denver Nuggets,10,14,.417,13.5,8,16,97.5,102.7
Minnesota Timberwolves,9,14,.391,14.0,11,12,102.3,103.5
Sacramento Kings,9,15,.375,14.5,9,15,104.9,108.2
New Orleans Pelicans,6,18,.250,17.5,7,17,101.7,108.3
Los Angeles Lakers,3,21,.125,20.5,5,19,97.0,107.3
