Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,12,4,.750,—,11,5,101.4,96.1
New York Knicks,10,8,.556,3.0,11,7,91.2,88.9
Philadelphia 76ers,10,9,.526,3.5,11,8,91.1,89.6
Orlando Magic,9,8,.529,3.5,9,8,102.1,102.0
Boston Celtics,8,8,.500,4.0,8,8,97.7,97.9
Washington Wizards,5,13,.278,8.0,5,13,92.4,99.7
New Jersey Nets,2,15,.118,10.5,4,13,93.3,101.6
Toronto Raptors,10,6,.625,—,9,7,98.4,96.0
Indiana Pacers,10,7,.588,0.5,11,6,100.2,96.5
Charlotte Hornets,9,7,.563,1.0,10,6,99.3,95.7
Milwaukee Bucks,9,7,.563,1.0,8,8,101.9,101.2
Cleveland Cavaliers,8,7,.533,1.5,7,8,100.5,101.4
Atlanta Hawks,8,9,.471,2.5,8,9,101.1,101.8
Detroit Pistons,8,10,.444,3.0,9,9,102.4,102.5
Chicago Bulls,1,14,.067,8.5,2,13,86.6,98.7
San Antonio Spurs,14,4,.778,—,14,4,97.1,88.1
Utah Jazz,9,7,.563,4.0,9,7,93.7,91.9
Minnesota Timberwolves,7,7,.500,5.0,8,6,97.9,95.4
Denver Nuggets,7,8,.467,5.5,6,9,98.5,100.5
Dallas Mavericks,7,11,.389,7.0,7,11,101.6,104.8
Houston Rockets,6,12,.333,8.0,8,10,100.6,101.9
Vancouver Grizzlies,3,13,.188,10.0,4,12,92.1,100.7
Portland Trail Blazers,14,4,.778,—,14,4,96.7,88.6
Los Angeles Lakers,13,4,.765,0.5,12,5,95.6,89.1
Seattle SuperSonics,13,4,.765,0.5,10,7,102.2,100.0
Sacramento Kings,11,3,.786,1.0,10,4,106.9,100.3
Phoenix Suns,11,5,.688,2.0,12,4,99.0,92.3
Los Angeles Clippers,4,12,.250,9.0,4,12,90.8,98.4
Golden State Warriors,2,14,.125,11.0,3,13,92.4,103.9
