Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,17,4,.810,—,17,4,100.0,90.5
Toronto Raptors,10,13,.435,8.0,9,14,105.2,108.3
New York Knicks,7,15,.318,10.5,8,14,103.4,107.3
Philadelphia 76ers,5,16,.238,12.0,7,14,96.9,102.1
New Jersey Nets,2,19,.095,15.0,4,17,88.3,98.1
Cleveland Cavaliers,15,6,.714,—,15,6,100.1,94.4
Milwaukee Bucks,9,11,.450,5.5,10,10,97.8,98.3
Detroit Pistons,8,12,.400,6.5,9,11,93.1,94.9
Chicago Bulls,7,12,.368,7.0,5,14,91.0,98.1
Indiana Pacers,6,12,.333,7.5,6,12,97.1,101.7
Orlando Magic,17,4,.810,—,15,6,101.8,95.0
Atlanta Hawks,14,6,.700,2.5,14,6,103.7,98.1
Miami Heat,11,9,.550,5.5,10,10,97.6,97.3
Charlotte Bobcats,9,11,.450,7.5,10,10,90.3,90.6
Washington Wizards,7,12,.368,9.0,7,12,96.7,100.4
Denver Nuggets,16,6,.727,—,16,6,109.0,101.7
Utah Jazz,12,8,.600,3.0,12,8,101.4,98.1
Portland Trail Blazers,13,9,.591,3.0,15,7,95.8,91.3
Oklahoma City Thunder,11,9,.550,4.0,12,8,97.7,95.1
Minnesota Timberwolves,3,18,.143,12.5,3,18,92.0,103.4
Los Angeles Lakers,16,3,.842,—,14,5,104.6,96.3
Phoenix Suns,15,7,.682,2.5,13,9,109.0,105.8
Sacramento Kings,9,11,.450,7.5,10,10,104.3,105.0
Los Angeles Clippers,9,12,.429,8.0,9,12,94.4,97.0
Golden State Warriors,6,14,.300,10.5,7,13,108.8,113.7
Dallas Mavericks,15,7,.682,—,15,7,101.7,96.9
Houston Rockets,11,9,.550,3.0,11,9,101.9,100.3
San Antonio Spurs,9,9,.500,4.0,11,7,100.0,97.1
New Orleans Hornets,9,11,.450,5.0,8,12,99.2,102.6
Memphis Grizzlies,9,12,.429,5.5,8,13,101.0,105.2
