Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,32,17,.653,—,32,17,96.6,92.1
Boston Celtics,29,22,.569,4.0,28,23,95.5,94.0
Washington Wizards,26,23,.531,6.0,23,26,92.2,92.8
Orlando Magic,26,25,.510,7.0,29,22,100.3,98.2
Philadelphia 76ers,25,25,.500,7.5,27,23,90.1,88.9
New York Knicks,20,29,.408,12.0,19,30,90.8,94.0
Miami Heat,19,29,.396,12.5,20,28,86.4,88.6
Toronto Raptors,29,23,.558,—,26,26,92.3,92.2
Milwaukee Bucks,28,20,.583,-1.0,26,22,98.4,97.5
Detroit Pistons,27,22,.551,0.5,27,22,93.6,92.3
Indiana Pacers,25,26,.490,3.5,24,27,96.7,97.4
Charlotte Hornets,24,25,.490,3.5,25,24,93.7,93.7
Atlanta Hawks,17,33,.340,11.0,14,36,93.6,100.2
Cleveland Cavaliers,17,33,.340,11.0,18,32,93.7,97.5
Chicago Bulls,12,37,.245,15.5,11,38,86.3,94.6
Dallas Mavericks,36,15,.706,—,32,19,105.0,101.4
Minnesota Timberwolves,34,16,.680,1.5,33,17,101.2,96.7
San Antonio Spurs,32,18,.640,3.5,34,16,96.7,91.6
Utah Jazz,27,24,.529,9.0,27,24,95.9,95.3
Houston Rockets,17,33,.340,18.5,19,31,92.4,96.0
Denver Nuggets,15,32,.319,19.0,15,32,93.2,98.2
Memphis Grizzlies,14,37,.275,22.0,12,39,90.4,98.0
Sacramento Kings,39,12,.765,—,38,13,104.3,96.7
Los Angeles Lakers,35,13,.729,2.5,37,11,101.2,92.4
Portland Trail Blazers,26,23,.531,12.0,28,21,96.2,94.0
Seattle SuperSonics,25,25,.500,13.5,27,23,97.5,96.1
Phoenix Suns,25,25,.500,13.5,27,23,97.7,96.9
Los Angeles Clippers,25,27,.481,14.5,24,28,95.9,96.8
Golden State Warriors,15,32,.319,22.0,16,31,94.9,99.2
