Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,10,.744,—,26,13,103.3,98.3
Cleveland Cavaliers,24,11,.686,3.0,21,14,110.3,107.4
Toronto Raptors,23,10,.697,3.0,24,9,110.6,102.9
Detroit Pistons,19,15,.559,7.5,18,16,102.4,101.6
Indiana Pacers,19,16,.543,8.0,18,17,107.5,106.7
Washington Wizards,19,16,.543,8.0,20,15,105.6,103.9
Milwaukee Bucks,18,15,.545,8.0,16,17,105.1,105.5
Miami Heat,18,16,.529,8.5,15,19,100.3,101.6
New York Knicks,17,18,.486,10.0,17,18,103.6,103.7
Philadelphia 76ers,15,19,.441,11.5,16,18,107.9,109.0
Brooklyn Nets,12,22,.353,14.5,13,21,107.4,110.7
Charlotte Hornets,12,22,.353,14.5,15,19,104.2,106.4
Chicago Bulls,12,22,.353,14.5,10,24,99.7,105.8
Orlando Magic,12,24,.333,15.5,12,24,104.8,110.2
Atlanta Hawks,9,25,.265,17.5,12,22,104.1,108.4
Golden State Warriors,28,7,.800,—,28,7,114.9,104.5
Houston Rockets,25,8,.758,2.0,25,8,114.6,105.4
San Antonio Spurs,25,11,.694,3.5,22,14,101.8,98.2
Minnesota Timberwolves,22,14,.611,6.5,20,16,108.6,106.7
Oklahoma City Thunder,20,15,.571,8.0,21,14,103.5,100.2
Denver Nuggets,19,16,.543,9.0,19,16,107.3,105.8
Portland Trail Blazers,18,16,.529,9.5,19,15,102.0,100.6
New Orleans Pelicans,18,16,.529,9.5,17,17,111.1,110.9
Utah Jazz,15,21,.417,13.5,17,19,101.1,101.6
Los Angeles Clippers,14,19,.424,13.0,15,18,105.0,106.0
Phoenix Suns,13,23,.361,15.5,11,25,105.6,112.4
Sacramento Kings,12,22,.353,15.5,8,26,96.9,105.3
Los Angeles Lakers,11,22,.333,16.0,13,20,106.3,109.8
Memphis Grizzlies,11,24,.314,17.0,13,22,97.5,101.2
Dallas Mavericks,11,25,.306,17.5,15,21,99.9,102.6
