Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,38,22,.633,—,38,22,104.5,100.6
Brooklyn Nets,25,33,.431,12.0,23,35,96.5,99.4
Boston Celtics,23,35,.397,14.0,26,32,101.2,102.8
Philadelphia 76ers,13,47,.217,25.0,11,49,90.3,100.8
New York Knicks,12,47,.203,25.5,13,46,92.8,101.3
Chicago Bulls,38,23,.623,—,36,25,101.2,98.4
Cleveland Cavaliers,38,24,.613,0.5,40,22,102.5,98.4
Milwaukee Bucks,32,28,.533,5.5,33,27,97.8,96.5
Indiana Pacers,25,34,.424,12.0,28,31,96.0,96.7
Detroit Pistons,23,36,.390,14.0,27,32,98.6,99.8
Atlanta Hawks,48,12,.800,—,42,18,102.6,96.4
Washington Wizards,34,27,.557,14.5,32,29,98.6,98.0
Miami Heat,26,33,.441,21.5,24,35,94.0,96.8
Charlotte Hornets,25,33,.431,22.0,24,34,94.6,96.9
Orlando Magic,19,42,.311,29.5,19,42,95.3,101.0
Portland Trail Blazers,39,19,.672,—,39,19,102.5,97.4
Oklahoma City Thunder,33,27,.550,7.0,36,24,101.8,99.1
Utah Jazz,24,35,.407,15.5,27,32,95.5,96.6
Denver Nuggets,21,39,.350,19.0,21,39,99.5,104.1
Minnesota Timberwolves,13,46,.220,26.5,15,44,97.8,105.6
Golden State Warriors,46,12,.793,—,46,12,110.1,100.0
Los Angeles Clippers,40,21,.656,7.5,43,18,106.6,100.4
Phoenix Suns,31,30,.508,16.5,31,30,105.7,105.2
Sacramento Kings,21,37,.362,25.0,22,36,100.5,104.1
Los Angeles Lakers,16,43,.271,30.5,17,42,99.7,106.0
Memphis Grizzlies,42,17,.712,—,37,22,99.5,95.6
Houston Rockets,41,19,.683,1.5,37,23,103.2,99.8
Dallas Mavericks,40,22,.645,3.5,41,21,105.2,100.5
San Antonio Spurs,36,23,.610,6.0,37,22,100.6,97.1
New Orleans Pelicans,32,28,.533,10.5,31,29,99.7,99.4
