Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,26,7,.788,—,25,8,98.6,90.8
New York Knicks,19,14,.576,7.0,17,16,107.2,106.3
Philadelphia 76ers,13,21,.382,13.5,16,18,96.0,97.0
Toronto Raptors,11,22,.333,15.0,12,21,100.2,104.4
New Jersey Nets,9,25,.265,17.5,10,24,92.3,98.2
Chicago Bulls,22,10,.688,—,22,10,99.4,94.0
Indiana Pacers,14,18,.438,8.0,15,17,96.8,97.6
Milwaukee Bucks,13,18,.419,8.5,13,18,90.6,92.5
Detroit Pistons,11,23,.324,12.0,12,22,95.4,99.9
Cleveland Cavaliers,8,26,.235,15.0,7,27,93.6,102.7
Miami Heat,27,9,.750,—,29,7,101.6,92.0
Orlando Magic,22,12,.647,4.0,23,11,98.1,93.1
Atlanta Hawks,22,14,.611,5.0,21,15,96.8,94.8
Charlotte Bobcats,11,21,.344,14.0,10,22,92.3,97.4
Washington Wizards,8,24,.250,17.0,9,23,95.6,102.1
Utah Jazz,24,11,.686,—,21,14,99.9,96.9
Oklahoma City Thunder,23,12,.657,1.0,20,15,103.0,101.2
Denver Nuggets,20,13,.606,3.0,19,14,106.7,104.0
Portland Trail Blazers,18,16,.529,5.5,18,16,95.0,94.6
Minnesota Timberwolves,9,26,.257,15.0,11,24,102.7,108.6
Los Angeles Lakers,23,11,.676,—,23,11,103.2,97.7
Phoenix Suns,14,18,.438,8.0,14,18,106.4,108.4
Golden State Warriors,13,21,.382,10.0,12,22,101.4,106.2
Los Angeles Clippers,10,24,.294,13.0,12,22,97.1,101.0
Sacramento Kings,7,24,.226,14.5,9,22,94.4,101.0
San Antonio Spurs,29,4,.879,—,26,7,105.6,96.7
Dallas Mavericks,25,8,.758,4.0,22,11,98.3,93.5
New Orleans Hornets,21,14,.600,9.0,20,15,93.6,91.6
Houston Rockets,16,18,.471,13.5,18,16,105.4,104.5
Memphis Grizzlies,15,19,.441,14.5,17,17,99.6,99.3
