Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,19,6,.760,—,19,6,107.4,99.1
Brooklyn Nets,10,12,.455,7.5,10,12,96.4,98.3
Boston Celtics,8,14,.364,9.5,10,12,104.3,105.6
New York Knicks,5,21,.192,14.5,8,18,93.9,99.3
Philadelphia 76ers,2,22,.083,16.5,3,21,91.3,103.7
Chicago Bulls,15,9,.625,—,15,9,102.1,98.5
Cleveland Cavaliers,14,9,.609,0.5,15,8,103.3,98.9
Milwaukee Bucks,13,12,.520,2.5,11,14,99.2,100.4
Indiana Pacers,8,17,.320,7.5,10,15,93.9,97.2
Detroit Pistons,5,20,.200,10.5,7,18,93.3,99.8
Washington Wizards,17,6,.739,—,15,8,100.7,96.6
Atlanta Hawks,17,7,.708,0.5,16,8,102.0,96.9
Miami Heat,11,13,.458,6.5,9,15,94.2,98.3
Orlando Magic,10,17,.370,9.0,9,18,93.9,99.0
Charlotte Hornets,6,18,.250,11.5,6,18,94.2,101.5
Portland Trail Blazers,19,6,.760,—,18,7,102.3,95.6
Oklahoma City Thunder,11,13,.458,7.5,13,11,95.4,94.0
Denver Nuggets,10,14,.417,8.5,10,14,102.6,104.6
Utah Jazz,6,18,.250,12.5,7,17,95.6,101.6
Minnesota Timberwolves,5,18,.217,13.0,5,18,98.5,108.5
Golden State Warriors,21,2,.913,—,19,4,107.6,96.8
Los Angeles Clippers,17,7,.708,4.5,17,7,106.7,99.8
Phoenix Suns,12,14,.462,10.5,13,13,104.3,103.9
Sacramento Kings,11,13,.458,10.5,12,12,101.0,101.3
Los Angeles Lakers,8,17,.320,14.0,7,18,102.2,109.5
Memphis Grizzlies,19,4,.826,—,17,6,102.3,95.5
Houston Rockets,18,5,.783,1.0,15,8,99.6,95.3
Dallas Mavericks,17,8,.680,3.0,18,7,110.0,103.2
San Antonio Spurs,17,8,.680,3.0,17,8,101.3,95.4
New Orleans Pelicans,11,12,.478,8.0,12,11,102.6,102.3
