Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,16,8,.667,—,16,8,96.9,92.7
New Jersey Nets,16,9,.640,0.5,16,9,96.6,92.8
Washington Wizards,14,12,.538,3.0,13,13,91.0,90.9
Orlando Magic,13,16,.448,5.5,17,12,101.1,98.8
New York Knicks,12,15,.444,5.5,11,16,88.8,91.0
Philadelphia 76ers,11,15,.423,6.0,12,14,86.9,87.6
Miami Heat,5,19,.208,11.0,7,17,82.7,88.7
Milwaukee Bucks,14,9,.609,—,12,11,96.3,95.8
Indiana Pacers,16,13,.552,1.0,14,15,98.6,98.8
Detroit Pistons,14,11,.560,1.0,15,10,95.6,93.0
Toronto Raptors,14,12,.538,1.5,14,12,93.7,93.0
Charlotte Hornets,12,15,.444,4.0,11,16,94.0,96.1
Cleveland Cavaliers,11,16,.407,5.0,10,17,92.1,95.4
Atlanta Hawks,10,17,.370,6.0,9,18,93.6,98.4
Chicago Bulls,4,21,.160,11.0,3,22,83.2,95.0
San Antonio Spurs,20,4,.833,—,20,4,101.5,90.9
Minnesota Timberwolves,18,8,.692,3.0,19,7,101.4,94.6
Dallas Mavericks,18,9,.667,3.5,17,10,102.3,99.0
Utah Jazz,13,15,.464,9.0,14,14,96.5,96.7
Denver Nuggets,9,17,.346,12.0,9,17,93.6,97.9
Houston Rockets,8,20,.286,14.0,9,19,90.3,95.6
Memphis Grizzlies,7,19,.269,14.0,6,20,90.2,97.9
Los Angeles Lakers,19,4,.826,—,18,5,101.3,91.9
Sacramento Kings,19,9,.679,2.5,18,10,99.8,95.4
Los Angeles Clippers,15,11,.577,5.5,16,10,96.8,93.7
Phoenix Suns,15,12,.556,6.0,17,10,99.3,95.4
Portland Trail Blazers,13,13,.500,7.5,13,13,94.5,94.6
Seattle SuperSonics,14,15,.483,8.0,14,15,98.3,98.9
Golden State Warriors,11,17,.393,10.5,10,18,93.7,98.1
