Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,28,12,.700,—,26,14,113.0,107.9
Milwaukee Bucks,27,10,.730,-0.5,29,8,117.7,107.8
Indiana Pacers,26,12,.684,1.0,27,11,107.8,101.4
Philadelphia 76ers,25,14,.641,2.5,22,17,114.6,112.5
Boston Celtics,23,15,.605,4.0,26,12,111.8,105.6
Miami Heat,19,18,.514,7.5,20,17,107.2,105.8
Brooklyn Nets,19,21,.475,9.0,19,21,111.0,111.7
Charlotte Hornets,18,19,.486,8.5,20,17,112.9,111.4
Detroit Pistons,17,19,.472,9.0,15,21,107.3,109.4
Orlando Magic,17,21,.447,10.0,15,23,103.6,107.2
Washington Wizards,15,24,.385,12.5,14,25,112.6,116.9
Atlanta Hawks,11,27,.289,16.0,9,29,109.2,118.5
Chicago Bulls,10,29,.256,17.5,9,30,100.4,109.6
New York Knicks,10,29,.256,17.5,11,28,107.8,115.8
Cleveland Cavaliers,8,31,.205,19.5,8,31,101.7,111.6
Denver Nuggets,25,11,.694,—,24,12,110.3,105.1
Oklahoma City Thunder,25,13,.658,1.0,26,12,111.9,105.5
Golden State Warriors,25,14,.641,1.5,25,14,116.3,111.9
Houston Rockets,22,15,.595,3.5,20,17,110.5,109.0
Los Angeles Clippers,22,16,.579,4.0,20,18,115.9,114.7
Portland Trail Blazers,22,17,.564,4.5,20,19,111.3,110.5
San Antonio Spurs,22,17,.564,4.5,23,16,111.8,109.2
Los Angeles Lakers,21,18,.538,5.5,21,18,113.0,111.5
Sacramento Kings,19,19,.500,7.0,17,21,115.0,116.7
Utah Jazz,19,20,.487,7.5,22,17,107.9,105.7
Dallas Mavericks,18,20,.474,8.0,20,18,110.4,109.8
Memphis Grizzlies,18,20,.474,8.0,18,20,101.5,102.4
Minnesota Timberwolves,18,21,.462,8.5,20,19,111.5,111.4
New Orleans Pelicans,17,22,.436,9.5,20,19,116.3,115.5
Phoenix Suns,9,31,.225,18.0,10,30,106.1,115.0
