Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,32,16,.667,—,33,15,99.2,93.7
Toronto Raptors,27,23,.540,6.0,24,26,104.4,105.2
New York Knicks,19,30,.388,13.5,21,28,101.0,103.2
Philadelphia 76ers,18,31,.367,14.5,20,29,97.5,99.9
New Jersey Nets,4,45,.082,28.5,8,41,89.9,101.6
Cleveland Cavaliers,40,11,.784,—,38,13,101.1,93.7
Chicago Bulls,23,25,.479,15.5,19,29,95.1,97.8
Milwaukee Bucks,22,26,.458,16.5,24,24,98.5,98.6
Indiana Pacers,18,32,.360,21.5,17,33,99.4,104.2
Detroit Pistons,16,32,.333,22.5,15,33,91.4,97.0
Orlando Magic,33,17,.660,—,34,16,100.6,95.4
Atlanta Hawks,32,17,.653,0.5,32,17,101.9,97.1
Charlotte Bobcats,24,24,.500,8.0,26,22,95.1,94.0
Miami Heat,24,26,.480,9.0,25,25,96.7,96.7
Washington Wizards,17,32,.347,15.5,17,32,97.6,101.9
Denver Nuggets,34,16,.680,—,33,17,107.2,102.0
Utah Jazz,30,18,.625,3.0,32,16,102.2,97.3
Portland Trail Blazers,30,22,.577,5.0,31,21,98.0,95.2
Oklahoma City Thunder,28,21,.571,5.5,29,20,98.6,95.8
Minnesota Timberwolves,12,38,.240,22.0,12,38,98.0,106.7
Los Angeles Lakers,38,13,.745,—,36,15,103.5,97.2
Phoenix Suns,31,21,.596,7.5,30,22,110.1,107.5
Los Angeles Clippers,21,28,.429,16.0,19,30,95.6,99.0
Sacramento Kings,16,33,.327,21.0,18,31,101.6,105.6
Golden State Warriors,13,35,.271,23.5,17,31,107.1,111.5
Dallas Mavericks,31,19,.620,—,29,21,101.0,98.7
San Antonio Spurs,28,20,.583,2.0,31,17,101.0,96.5
Houston Rockets,27,22,.551,3.5,26,23,101.2,100.4
Memphis Grizzlies,26,23,.531,4.5,23,26,102.7,103.3
New Orleans Hornets,26,24,.520,5.0,23,27,99.7,101.1
