Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,11,1,.917,—,9,3,117.1,107.8
Milwaukee Bucks,9,2,.818,1.5,9,2,121.3,107.6
Boston Celtics,7,4,.636,3.5,7,4,105.3,102.0
Philadelphia 76ers,7,5,.583,4.0,6,6,110.7,111.3
Indiana Pacers,7,5,.583,4.0,7,5,105.6,102.1
Charlotte Hornets,6,5,.545,4.5,8,3,115.5,107.5
Detroit Pistons,5,5,.500,5.0,4,6,109.4,111.3
Miami Heat,5,5,.500,5.0,5,5,111.5,110.1
Brooklyn Nets,5,6,.455,5.5,6,5,109.4,108.6
Orlando Magic,4,7,.364,6.5,3,8,101.3,109.8
New York Knicks,4,8,.333,7.0,5,7,107.3,109.9
Atlanta Hawks,3,8,.273,7.5,3,8,109.6,118.8
Chicago Bulls,3,9,.250,8.0,3,9,107.2,114.3
Washington Wizards,2,8,.200,8.0,2,8,110.2,120.5
Cleveland Cavaliers,1,10,.091,9.5,2,9,103.7,114.4
Golden State Warriors,10,2,.833,—,9,3,122.4,111.8
Denver Nuggets,9,2,.818,0.5,8,3,109.5,101.2
Portland Trail Blazers,9,3,.750,1.0,9,3,117.2,107.2
Oklahoma City Thunder,7,4,.636,2.5,7,4,110.2,106.2
San Antonio Spurs,6,4,.600,3.0,5,5,110.9,109.8
Memphis Grizzlies,6,4,.600,3.0,6,4,102.2,100.6
Los Angeles Clippers,6,5,.545,3.5,7,4,115.2,110.4
Sacramento Kings,6,5,.545,3.5,5,6,117.5,118.8
Utah Jazz,5,6,.455,4.5,6,5,110.5,109.5
New Orleans Pelicans,5,6,.455,4.5,5,6,117.5,118.6
Los Angeles Lakers,5,6,.455,4.5,5,6,118.5,119.1
Houston Rockets,4,6,.400,5.0,3,7,102.8,108.9
Minnesota Timberwolves,4,8,.333,6.0,4,8,110.6,117.4
Dallas Mavericks,3,8,.273,6.5,4,7,110.7,115.3
Phoenix Suns,2,9,.182,7.5,2,9,101.4,114.0
