Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,28,9,.757,—,27,10,99.0,91.8
New York Knicks,21,15,.583,6.5,19,17,107.6,106.3
Philadelphia 76ers,15,22,.405,13.0,18,19,96.9,97.4
Toronto Raptors,13,24,.351,15.0,13,24,101.0,105.3
New Jersey Nets,10,27,.270,18.0,10,27,91.9,98.5
Chicago Bulls,25,12,.676,—,26,11,99.2,93.6
Indiana Pacers,14,20,.412,9.5,16,18,96.4,97.6
Milwaukee Bucks,14,21,.400,10.0,15,20,91.3,93.1
Detroit Pistons,12,25,.324,13.0,12,25,95.2,100.2
Cleveland Cavaliers,8,29,.216,17.0,8,29,94.2,103.7
Miami Heat,30,9,.769,—,31,8,101.7,92.2
Orlando Magic,25,12,.676,4.0,26,11,98.9,93.4
Atlanta Hawks,25,14,.641,5.0,24,15,97.7,94.7
Charlotte Bobcats,14,21,.400,14.0,13,22,93.2,96.9
Washington Wizards,9,26,.257,19.0,10,25,95.5,101.6
Oklahoma City Thunder,25,13,.658,—,21,17,103.1,101.2
Utah Jazz,25,13,.658,—,22,16,99.6,97.7
Denver Nuggets,20,16,.556,4.0,20,16,105.6,104.3
Portland Trail Blazers,20,18,.526,5.0,20,18,95.3,94.8
Minnesota Timberwolves,9,29,.237,16.0,12,26,102.3,108.2
Los Angeles Lakers,27,11,.711,—,27,11,103.3,96.9
Phoenix Suns,15,20,.429,10.5,15,20,105.9,108.3
Golden State Warriors,15,22,.405,11.5,13,24,101.7,105.9
Los Angeles Clippers,12,24,.333,14.0,14,22,97.6,100.5
Sacramento Kings,8,26,.235,17.0,10,24,95.9,101.8
San Antonio Spurs,31,6,.838,—,27,10,105.0,97.4
Dallas Mavericks,26,10,.722,4.5,23,13,98.1,94.0
New Orleans Hornets,22,16,.579,9.5,21,17,94.0,92.2
Memphis Grizzlies,17,21,.447,14.5,19,19,99.7,99.6
Houston Rockets,17,21,.447,14.5,19,19,104.8,104.5
