Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,17,4,.810,—,16,5,116.8,107.8
Milwaukee Bucks,14,5,.737,2.0,15,4,121.7,109.9
Philadelphia 76ers,14,8,.636,3.5,11,11,114.1,114.1
Indiana Pacers,11,8,.579,5.0,11,8,105.6,102.8
Detroit Pistons,10,7,.588,5.0,9,8,111.6,110.9
Orlando Magic,10,10,.500,6.5,8,12,105.7,108.6
Boston Celtics,10,10,.500,6.5,11,9,106.3,104.2
Charlotte Hornets,9,10,.474,7.0,12,7,115.5,110.9
Brooklyn Nets,8,13,.381,9.0,10,11,110.1,111.5
Miami Heat,7,12,.368,9.0,8,11,108.4,110.3
Washington Wizards,7,12,.368,9.0,7,12,112.2,117.2
New York Knicks,7,14,.333,10.0,7,14,108.6,113.5
Chicago Bulls,5,15,.250,11.5,4,16,103.4,113.0
Cleveland Cavaliers,4,14,.222,11.5,5,13,105.1,111.5
Atlanta Hawks,4,16,.200,12.5,4,16,107.7,118.6
Golden State Warriors,14,7,.667,—,14,7,116.0,110.7
Los Angeles Clippers,13,6,.684,—,12,7,116.8,112.5
Denver Nuggets,13,7,.650,0.5,14,6,110.0,103.2
Oklahoma City Thunder,12,7,.632,1.0,13,6,110.9,105.5
Memphis Grizzlies,12,7,.632,1.0,11,8,103.0,100.9
Portland Trail Blazers,12,8,.600,1.5,11,9,112.7,110.7
Los Angeles Lakers,11,8,.579,2.0,10,9,114.2,112.7
New Orleans Pelicans,10,10,.500,3.5,11,9,118.8,117.3
Sacramento Kings,10,10,.500,3.5,8,12,114.2,116.7
Houston Rockets,9,9,.500,3.5,8,10,106.9,107.9
Dallas Mavericks,9,9,.500,3.5,10,8,110.1,108.6
San Antonio Spurs,9,10,.474,4.0,9,10,109.7,110.2
Utah Jazz,9,11,.450,4.5,9,11,106.4,108.3
Minnesota Timberwolves,9,11,.450,4.5,8,12,109.4,112.0
Phoenix Suns,4,15,.211,9.0,4,15,104.4,114.3
