Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,5,0,1.000,—,4,1,95.8,85.2
New York Knicks,3,2,.600,2.0,3,2,89.2,86.8
Orlando Magic,3,3,.500,2.5,2,4,93.8,96.2
Miami Heat,2,2,.500,2.5,3,1,88.3,81.8
New Jersey Nets,2,2,.500,2.5,2,2,90.8,88.0
Boston Celtics,2,2,.500,2.5,2,2,90.0,92.5
Washington Wizards,2,4,.333,3.5,2,4,87.8,90.3
Cleveland Cavaliers,4,0,1.000,—,2,2,94.5,92.0
Charlotte Hornets,4,1,.800,0.5,3,2,92.0,86.6
Indiana Pacers,2,2,.500,2.0,2,2,93.8,92.5
Toronto Raptors,2,3,.400,2.5,3,2,98.4,94.4
Milwaukee Bucks,1,4,.200,3.5,1,4,93.8,102.2
Detroit Pistons,1,4,.200,3.5,1,4,92.4,99.6
Chicago Bulls,0,4,.000,4.0,1,3,81.8,93.5
Atlanta Hawks,0,5,.000,4.5,1,4,86.0,100.2
Utah Jazz,5,0,1.000,—,4,1,101.4,94.2
San Antonio Spurs,4,1,.800,1.0,3,2,98.0,92.4
Vancouver Grizzlies,4,1,.800,1.0,4,1,96.0,87.6
Dallas Mavericks,3,2,.600,2.0,2,3,95.8,98.0
Minnesota Timberwolves,2,3,.400,3.0,2,3,99.0,99.8
Denver Nuggets,2,3,.400,3.0,2,3,100.8,105.2
Houston Rockets,2,3,.400,3.0,3,2,94.0,90.8
Phoenix Suns,4,1,.800,—,4,1,101.6,91.4
Sacramento Kings,4,2,.667,0.5,5,1,97.5,89.0
Los Angeles Lakers,3,3,.500,1.5,3,3,91.5,91.7
Portland Trail Blazers,2,3,.400,2.0,2,3,87.4,92.2
Golden State Warriors,1,3,.250,2.5,1,3,95.5,106.8
Seattle SuperSonics,1,4,.200,3.0,2,3,94.0,97.4
Los Angeles Clippers,1,4,.200,3.0,1,4,90.4,96.2
