Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,45,12,.789,—,46,11,100.4,90.6
Toronto Raptors,32,25,.561,13.0,37,20,100.2,95.8
Philadelphia 76ers,27,33,.450,19.5,29,31,95.5,95.9
New Jersey Nets,26,32,.448,19.5,20,38,94.6,99.3
New York Knicks,18,41,.305,28.0,17,42,95.2,101.3
Detroit Pistons,43,16,.729,—,45,14,98.3,90.2
Cleveland Cavaliers,33,26,.559,10.0,28,31,97.1,97.8
Chicago Bulls,23,35,.397,19.5,23,35,95.8,98.6
Indiana Pacers,23,36,.390,20.0,25,34,102.7,105.2
Milwaukee Bucks,22,37,.373,21.0,17,42,95.4,101.7
Orlando Magic,38,23,.623,—,38,23,104.3,100.4
Washington Wizards,28,30,.483,8.5,29,29,98.0,98.2
Atlanta Hawks,25,32,.439,11.0,24,33,95.6,97.7
Charlotte Bobcats,19,39,.328,17.5,17,41,95.2,101.2
Miami Heat,11,46,.193,25.0,15,42,93.5,100.6
Utah Jazz,38,22,.633,—,41,19,105.4,99.9
Denver Nuggets,35,23,.603,2.0,35,23,107.6,104.7
Portland Trail Blazers,31,28,.525,6.5,28,31,95.3,95.9
Seattle SuperSonics,15,43,.259,22.0,15,43,96.8,104.2
Minnesota Timberwolves,12,45,.211,24.5,15,42,93.4,100.7
Los Angeles Lakers,41,18,.695,—,43,16,107.8,100.6
Phoenix Suns,39,20,.661,2.0,38,21,109.5,104.9
Golden State Warriors,35,22,.614,5.0,33,24,110.1,107.7
Sacramento Kings,26,32,.448,14.5,24,34,100.9,103.3
Los Angeles Clippers,19,38,.333,21.0,18,39,93.9,99.0
San Antonio Spurs,40,17,.702,—,39,18,96.2,90.9
New Orleans Hornets,39,18,.684,1.0,39,18,100.3,95.0
Dallas Mavericks,39,20,.661,2.0,38,21,99.4,95.3
Houston Rockets,38,20,.655,2.5,38,20,96.6,92.2
Memphis Grizzlies,14,45,.237,27.0,18,41,99.5,105.7
