Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,13,2,.867,—,11,4,102.7,94.5
Detroit Pistons,10,3,.769,2.0,9,4,106.5,101.2
Toronto Raptors,8,5,.615,4.0,9,4,110.3,105.0
Washington Wizards,8,5,.615,4.0,9,4,111.4,105.9
Orlando Magic,8,6,.571,4.5,8,6,109.8,107.8
Milwaukee Bucks,7,6,.538,5.0,6,7,104.3,105.2
Philadelphia 76ers,7,6,.538,5.0,6,7,108.0,109.5
New York Knicks,7,6,.538,5.0,7,6,106.0,104.9
Cleveland Cavaliers,7,7,.500,5.5,6,8,109.8,112.5
Miami Heat,6,7,.462,6.0,6,7,101.9,103.1
Indiana Pacers,6,8,.429,6.5,7,7,108.0,109.1
Charlotte Hornets,5,7,.417,6.5,5,7,103.4,104.9
Brooklyn Nets,5,9,.357,7.5,5,9,110.0,114.1
Chicago Bulls,2,9,.182,9.0,2,9,93.6,103.9
Atlanta Hawks,2,12,.143,10.5,4,10,102.6,110.4
Golden State Warriors,11,3,.786,—,11,3,119.6,107.7
Houston Rockets,11,4,.733,0.5,11,4,111.2,104.6
San Antonio Spurs,9,5,.643,2.0,9,5,102.6,99.0
Minnesota Timberwolves,8,5,.615,2.5,6,7,108.8,110.7
New Orleans Pelicans,8,6,.571,3.0,7,7,107.4,107.0
Denver Nuggets,8,6,.571,3.0,7,7,105.8,104.8
Portland Trail Blazers,7,6,.538,3.5,9,4,105.0,99.2
Memphis Grizzlies,7,6,.538,3.5,7,6,101.2,99.9
Oklahoma City Thunder,6,7,.462,4.5,9,4,103.9,98.5
Utah Jazz,6,8,.429,5.0,6,8,98.3,100.3
Los Angeles Lakers,6,8,.429,5.0,6,8,103.3,105.9
Los Angeles Clippers,5,8,.385,5.5,7,6,107.2,106.0
Phoenix Suns,5,10,.333,6.5,4,11,106.1,115.1
Sacramento Kings,3,10,.231,7.5,2,11,94.6,105.7
Dallas Mavericks,2,13,.133,9.5,4,11,98.9,107.0
