Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,7,10,.412,—,8,9,95.9,97.4
Toronto Raptors,7,11,.389,0.5,8,10,98.4,100.7
New York Knicks,7,14,.333,2.0,9,12,98.6,101.2
Boston Celtics,5,12,.294,2.0,8,9,99.5,100.8
Philadelphia 76ers,5,12,.294,2.0,6,11,97.2,101.6
Detroit Pistons,11,7,.611,—,10,8,97.1,95.5
Cleveland Cavaliers,11,7,.611,—,10,8,94.9,93.2
Indiana Pacers,10,10,.500,2.0,8,12,95.5,97.8
Chicago Bulls,9,9,.500,2.0,12,6,100.3,96.1
Milwaukee Bucks,7,11,.389,4.0,7,11,100.3,103.7
Orlando Magic,14,6,.700,—,11,9,95.0,93.1
Atlanta Hawks,8,9,.471,4.5,8,9,96.6,96.9
Washington Wizards,8,10,.444,5.0,8,10,100.8,102.6
Miami Heat,7,10,.412,5.5,5,12,92.1,98.2
Charlotte Bobcats,5,13,.278,8.0,5,13,92.4,98.3
Utah Jazz,15,4,.789,—,12,7,102.9,99.6
Denver Nuggets,10,6,.625,3.5,10,6,109.1,104.9
Minnesota Timberwolves,8,9,.471,6.0,8,9,92.1,92.4
Seattle SuperSonics,8,11,.421,7.0,9,10,100.2,100.5
Portland Trail Blazers,7,13,.350,8.5,6,14,93.3,99.3
Los Angeles Lakers,12,6,.667,—,11,7,101.5,98.4
Phoenix Suns,10,6,.625,1.0,10,6,108.8,104.2
Los Angeles Clippers,9,8,.529,2.5,9,8,97.9,97.0
Golden State Warriors,9,10,.474,3.5,9,10,105.1,106.2
Sacramento Kings,8,9,.471,3.5,8,9,98.1,98.9
San Antonio Spurs,14,5,.737,—,15,4,99.7,91.5
Dallas Mavericks,13,5,.722,0.5,12,6,98.9,94.1
Houston Rockets,12,6,.667,1.5,12,6,93.1,87.9
New Orleans/Oklahoma City Hornets,9,8,.529,4.0,8,9,93.3,93.5
Memphis Grizzlies,5,13,.278,8.5,8,10,93.8,96.1
