Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,48,19,.716,—,48,19,97.3,91.1
Philadelphia 76ers,36,33,.522,13.0,39,30,99.1,97.2
New York Knicks,35,33,.515,13.5,36,32,106.6,105.8
New Jersey Nets,22,45,.328,26.0,21,46,93.7,99.3
Toronto Raptors,19,49,.279,29.5,22,46,99.5,105.1
Chicago Bulls,49,19,.721,—,49,19,97.8,91.2
Indiana Pacers,30,39,.435,19.5,31,38,99.6,100.9
Milwaukee Bucks,27,41,.397,22.0,31,37,91.3,92.5
Detroit Pistons,25,44,.362,24.5,25,44,96.2,100.2
Cleveland Cavaliers,13,54,.194,35.5,12,55,95.0,105.6
Miami Heat,47,22,.681,—,51,18,101.5,94.4
Orlando Magic,44,26,.629,3.5,48,22,99.7,94.4
Atlanta Hawks,39,30,.565,8.0,35,34,95.3,95.3
Charlotte Bobcats,28,40,.412,18.5,25,43,92.9,96.8
Washington Wizards,16,51,.239,30.0,17,50,96.4,104.3
Oklahoma City Thunder,45,23,.662,—,42,26,104.6,101.1
Denver Nuggets,41,28,.594,4.5,44,25,107.4,103.3
Portland Trail Blazers,39,29,.574,6.0,37,31,96.3,95.0
Utah Jazz,36,33,.522,9.5,32,37,100.3,101.3
Minnesota Timberwolves,17,53,.243,29.0,23,47,101.5,106.8
Los Angeles Lakers,49,20,.710,—,49,20,101.5,95.0
Phoenix Suns,34,33,.507,14.0,33,34,104.8,105.2
Golden State Warriors,30,39,.435,19.0,28,41,103.1,105.9
Los Angeles Clippers,26,43,.377,23.0,27,42,98.5,101.7
Sacramento Kings,16,51,.239,32.0,21,46,98.4,104.3
San Antonio Spurs,55,13,.809,—,48,20,103.3,97.1
Dallas Mavericks,48,21,.696,7.5,43,26,100.2,96.5
New Orleans Hornets,40,30,.571,16.0,40,30,94.8,93.0
Memphis Grizzlies,37,32,.536,18.5,38,31,100.0,98.7
Houston Rockets,36,34,.514,20.0,39,31,105.4,103.7
