Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,26,20,.565,—,34,12,94.4,87.7
Boston Celtics,24,21,.533,1.5,23,22,91.1,90.6
New York Knicks,21,24,.467,4.5,25,20,97.8,96.0
Toronto Raptors,15,30,.333,10.5,16,29,91.0,94.8
New Jersey Nets,15,32,.319,11.5,14,33,92.7,98.9
Chicago Bulls,38,10,.792,—,38,10,97.6,88.6
Indiana Pacers,25,18,.581,10.5,25,18,95.3,92.9
Milwaukee Bucks,20,24,.455,16.0,20,24,97.5,98.7
Cleveland Cavaliers,17,26,.395,18.5,15,28,94.9,99.0
Detroit Pistons,16,29,.356,20.5,13,32,90.2,95.9
Miami Heat,33,11,.750,—,34,10,101.8,93.6
Orlando Magic,29,18,.617,5.5,27,20,93.6,91.9
Atlanta Hawks,26,20,.565,8.0,26,20,93.7,91.8
Washington Wizards,10,34,.227,23.0,10,34,93.8,101.9
Charlotte Bobcats,7,37,.159,26.0,5,39,87.3,100.4
Oklahoma City Thunder,34,11,.756,—,32,13,102.7,96.6
Denver Nuggets,25,21,.543,9.5,26,20,103.5,101.5
Utah Jazz,23,22,.511,11.0,22,23,97.7,98.3
Minnesota Timberwolves,23,24,.489,12.0,24,23,98.2,97.7
Portland Trail Blazers,21,24,.467,13.0,25,20,97.1,95.4
Los Angeles Lakers,28,17,.622,—,26,19,95.2,92.9
Los Angeles Clippers,26,18,.591,1.5,25,19,97.3,95.2
Phoenix Suns,23,22,.511,5.0,21,24,96.4,97.2
Golden State Warriors,18,25,.419,9.0,19,24,98.1,99.8
Sacramento Kings,16,29,.356,12.0,14,31,97.0,103.0
San Antonio Spurs,29,14,.674,—,27,16,100.8,96.8
Dallas Mavericks,27,20,.574,4.0,28,19,95.1,92.7
Memphis Grizzlies,25,18,.581,4.0,25,18,95.1,93.1
Houston Rockets,24,22,.522,6.5,23,23,97.7,97.7
New Orleans Hornets,11,34,.244,19.0,14,31,88.8,93.8
