Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,18,6,.750,—,17,7,89.7,83.8
Orlando Magic,18,8,.692,1.0,15,11,90.1,88.0
New York Knicks,15,11,.577,4.0,15,11,86.8,84.5
Philadelphia 76ers,14,10,.583,4.0,16,8,90.1,86.0
Washington Wizards,10,14,.417,8.0,11,13,91.1,92.5
Boston Celtics,8,15,.348,9.5,9,14,94.6,97.4
New Jersey Nets,4,20,.167,14.0,6,18,85.8,93.4
Indiana Pacers,17,7,.708,—,14,10,93.7,91.0
Milwaukee Bucks,14,10,.583,3.0,14,10,91.6,89.6
Atlanta Hawks,14,11,.560,3.5,16,9,86.5,83.3
Detroit Pistons,14,11,.560,3.5,15,10,89.9,87.2
Cleveland Cavaliers,12,11,.522,4.5,11,12,88.0,88.3
Toronto Raptors,11,12,.478,5.5,11,12,89.6,90.6
Charlotte Hornets,9,14,.391,7.5,8,15,88.6,92.8
Chicago Bulls,8,17,.320,9.5,8,17,84.0,88.5
Utah Jazz,19,6,.760,—,20,5,94.9,86.3
San Antonio Spurs,16,9,.640,3.0,18,7,91.8,86.0
Houston Rockets,16,9,.640,3.0,13,12,93.7,92.9
Minnesota Timberwolves,14,12,.538,5.5,14,12,93.5,92.2
Dallas Mavericks,9,17,.346,10.5,10,16,90.3,93.0
Denver Nuggets,7,18,.280,12.0,8,17,94.4,99.9
Vancouver Grizzlies,5,20,.200,14.0,5,20,90.6,99.5
Portland Trail Blazers,20,5,.800,—,19,6,96.1,87.8
Los Angeles Lakers,18,9,.667,3.0,18,9,98.7,94.0
Seattle SuperSonics,12,11,.522,7.0,12,11,91.0,90.9
Phoenix Suns,12,13,.480,8.0,13,12,96.8,96.7
Sacramento Kings,11,15,.423,9.5,11,15,99.0,100.7
Golden State Warriors,10,14,.417,9.5,9,15,87.8,91.1
Los Angeles Clippers,2,22,.083,17.5,3,21,89.5,101.8
