Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,17,2,.895,—,17,2,101.7,87.7
Toronto Raptors,11,10,.524,7.0,13,8,98.9,96.1
New Jersey Nets,9,12,.429,9.0,6,15,90.5,96.8
Philadelphia 76ers,7,13,.350,10.5,9,11,92.7,93.9
New York Knicks,6,13,.316,11.0,4,15,93.0,101.9
Detroit Pistons,14,6,.700,—,15,5,100.2,91.9
Indiana Pacers,10,10,.500,4.0,9,11,103.6,104.7
Cleveland Cavaliers,9,12,.429,5.5,7,14,96.0,101.1
Milwaukee Bucks,8,11,.421,5.5,6,13,95.7,100.8
Chicago Bulls,6,12,.333,7.0,6,12,89.3,94.4
Orlando Magic,16,5,.762,—,15,6,104.7,98.4
Washington Wizards,10,10,.500,5.5,10,10,101.9,101.3
Atlanta Hawks,9,10,.474,6.0,9,10,92.9,94.3
Charlotte Bobcats,7,12,.368,8.0,5,14,91.7,97.8
Miami Heat,5,15,.250,10.5,7,13,92.0,96.9
Utah Jazz,13,8,.619,—,15,6,107.1,100.7
Denver Nuggets,13,8,.619,—,14,7,107.1,102.1
Portland Trail Blazers,8,12,.400,4.5,7,13,93.7,98.5
Seattle SuperSonics,5,16,.238,8.0,6,15,98.4,105.5
Minnesota Timberwolves,3,15,.167,8.5,4,14,93.3,101.6
Phoenix Suns,16,5,.762,—,14,7,110.2,104.4
Los Angeles Lakers,12,8,.600,3.5,13,7,107.2,102.5
Golden State Warriors,11,9,.550,4.5,11,9,110.4,108.2
Sacramento Kings,7,12,.368,8.0,7,12,100.0,103.4
Los Angeles Clippers,7,12,.368,8.0,6,13,94.0,98.8
San Antonio Spurs,17,3,.850,—,16,4,101.5,92.5
New Orleans Hornets,14,7,.667,3.5,12,9,96.6,94.0
Dallas Mavericks,13,8,.619,4.5,13,8,103.6,100.1
Houston Rockets,11,10,.524,6.5,12,9,95.2,93.7
Memphis Grizzlies,6,14,.300,11.0,9,11,103.2,105.2
