Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,47,33,.588,—,44,36,99.4,98.2
New Jersey Nets,39,41,.488,8.0,37,43,97.4,98.4
Philadelphia 76ers,34,46,.425,13.0,31,49,94.6,97.7
New York Knicks,32,48,.400,15.0,32,48,97.6,100.4
Boston Celtics,23,57,.288,24.0,30,50,96.0,99.5
Detroit Pistons,51,29,.638,—,52,28,96.0,92.0
Chicago Bulls,49,32,.605,2.5,55,26,98.8,93.6
Cleveland Cavaliers,48,32,.600,3.0,51,29,96.6,92.9
Indiana Pacers,35,45,.438,16.0,34,46,95.5,97.8
Milwaukee Bucks,27,53,.338,24.0,28,52,99.7,104.1
Miami Heat,44,36,.550,—,38,42,95.0,95.6
Washington Wizards,40,40,.500,4.0,39,41,104.6,105.1
Orlando Magic,38,42,.475,6.0,41,39,94.8,94.4
Charlotte Bobcats,33,48,.407,11.5,30,51,96.9,100.7
Atlanta Hawks,29,51,.363,15.0,26,54,93.3,98.3
Utah Jazz,49,31,.613,—,47,33,101.1,98.8
Denver Nuggets,43,37,.538,6.0,43,37,105.2,104.0
Minnesota Timberwolves,32,48,.400,17.0,31,49,96.0,99.3
Portland Trail Blazers,32,48,.400,17.0,30,50,94.1,97.7
Seattle SuperSonics,31,50,.383,18.5,33,48,99.4,102.0
Phoenix Suns,61,19,.763,—,58,22,110.3,102.7
Los Angeles Lakers,41,40,.506,20.5,40,41,103.2,103.4
Golden State Warriors,40,40,.500,21.0,37,43,106.3,107.3
Los Angeles Clippers,39,41,.488,22.0,39,41,95.7,96.2
Sacramento Kings,33,47,.413,28.0,36,44,101.0,102.6
Dallas Mavericks,66,14,.825,—,60,20,100.2,92.8
San Antonio Spurs,58,22,.725,8.0,63,17,98.9,89.8
Houston Rockets,51,29,.638,15.0,54,26,96.8,91.7
New Orleans/Oklahoma City Hornets,37,43,.463,29.0,35,45,95.3,97.0
Memphis Grizzlies,20,60,.250,46.0,25,55,101.4,107.1
