Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,45,28,.616,—,41,32,93.7,92.0
Philadelphia 76ers,34,39,.466,11.0,31,42,99.8,101.9
Boston Celtics,31,43,.419,14.5,34,40,98.6,99.9
Toronto Raptors,26,48,.351,19.5,31,43,101.4,103.7
New York Knicks,19,54,.260,26.0,20,53,96.2,103.0
Detroit Pistons,60,14,.811,—,55,19,97.1,90.0
Cleveland Cavaliers,45,29,.608,15.0,44,30,97.9,95.2
Milwaukee Bucks,37,37,.500,23.0,34,40,97.5,98.6
Indiana Pacers,35,38,.479,24.5,41,32,93.3,91.8
Chicago Bulls,34,40,.459,26.0,37,37,97.1,97.1
Miami Heat,49,25,.662,—,48,26,100.6,96.1
Washington Wizards,38,35,.521,10.5,41,32,101.8,100.0
Orlando Magic,29,44,.397,19.5,32,41,94.5,96.3
Atlanta Hawks,22,51,.301,26.5,24,49,96.8,102.0
Charlotte Bobcats,21,54,.280,28.5,26,49,96.8,101.3
Denver Nuggets,41,34,.547,—,39,36,100.9,100.1
Utah Jazz,35,39,.473,5.5,29,45,91.7,94.6
Minnesota Timberwolves,31,43,.419,9.5,33,41,92.3,93.6
Seattle SuperSonics,31,43,.419,9.5,28,46,102.1,105.7
Portland Trail Blazers,20,53,.274,20.0,14,59,88.5,98.0
Phoenix Suns,49,24,.671,—,50,23,108.3,102.6
Los Angeles Clippers,43,30,.589,6.0,41,32,97.6,95.7
Los Angeles Lakers,40,35,.533,10.0,42,33,98.7,96.9
Sacramento Kings,38,37,.507,12.0,40,35,98.8,97.8
Golden State Warriors,30,43,.411,19.0,32,41,98.3,100.0
San Antonio Spurs,58,16,.784,—,55,19,95.8,88.7
Dallas Mavericks,56,19,.747,2.5,54,21,99.7,93.1
Memphis Grizzlies,43,32,.573,15.5,47,28,91.9,88.7
New Orleans/Oklahoma City Hornets,35,38,.479,22.5,31,42,92.7,94.7
Houston Rockets,32,42,.432,26.0,33,41,90.8,92.3
