Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,38,32,.543,—,36,34,98.9,98.5
New Jersey Nets,32,38,.457,6.0,32,38,97.2,98.6
New York Knicks,30,40,.429,8.0,29,41,98.1,100.4
Philadelphia 76ers,28,42,.400,10.0,26,44,94.7,98.2
Boston Celtics,21,49,.300,17.0,26,44,96.3,99.8
Detroit Pistons,45,25,.643,—,46,24,96.4,92.0
Cleveland Cavaliers,42,28,.600,3.0,43,27,96.4,93.1
Chicago Bulls,42,30,.583,4.0,46,26,98.7,94.6
Indiana Pacers,31,38,.449,13.5,30,39,95.3,97.2
Milwaukee Bucks,25,44,.362,19.5,26,43,99.7,103.3
Miami Heat,38,32,.543,—,33,37,95.6,96.2
Washington Wizards,37,32,.536,0.5,35,34,105.3,105.1
Orlando Magic,33,38,.465,5.5,34,37,93.7,94.1
Atlanta Hawks,27,45,.375,12.0,24,48,93.2,97.8
Charlotte Bobcats,26,45,.366,12.5,23,48,96.2,101.3
Utah Jazz,46,24,.657,—,43,27,101.4,97.9
Denver Nuggets,35,34,.507,10.5,37,32,104.9,103.7
Minnesota Timberwolves,30,39,.435,15.5,29,40,95.9,98.3
Portland Trail Blazers,29,42,.408,17.5,27,44,94.5,97.9
Seattle SuperSonics,27,42,.391,18.5,29,40,99.1,101.5
Phoenix Suns,53,17,.757,—,50,20,110.1,102.9
Los Angeles Lakers,38,32,.543,15.0,35,35,103.1,103.2
Los Angeles Clippers,34,36,.486,19.0,33,37,95.3,96.2
Golden State Warriors,33,39,.458,21.0,31,41,105.0,107.2
Sacramento Kings,30,40,.429,23.0,32,38,100.4,101.6
Dallas Mavericks,58,11,.841,—,53,16,100.9,92.7
San Antonio Spurs,50,20,.714,8.5,56,14,98.4,89.3
Houston Rockets,45,26,.634,14.0,49,22,96.5,91.0
New Orleans/Oklahoma City Hornets,32,38,.457,26.5,30,40,94.4,96.4
Memphis Grizzlies,17,54,.239,42.0,23,48,101.2,106.6
