Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,29,24,.547,—,32,21,99.7,96.8
Brooklyn Nets,24,27,.471,4.0,21,30,97.2,99.5
New York Knicks,20,33,.377,9.0,23,30,97.2,99.1
Boston Celtics,19,35,.352,10.5,20,34,95.1,98.6
Philadelphia 76ers,15,40,.273,15.0,11,44,100.0,110.5
Indiana Pacers,41,12,.774,—,41,12,98.7,90.5
Chicago Bulls,27,25,.519,13.5,26,26,92.3,92.3
Detroit Pistons,22,31,.415,19.0,23,30,100.5,102.7
Cleveland Cavaliers,21,33,.389,20.5,18,36,97.0,101.7
Milwaukee Bucks,10,43,.189,31.0,11,42,92.5,101.8
Miami Heat,38,14,.731,—,35,17,104.4,99.2
Atlanta Hawks,25,27,.481,13.0,27,25,101.3,101.0
Washington Wizards,25,28,.472,13.5,26,27,99.2,99.6
Charlotte Bobcats,24,30,.444,15.0,23,31,95.0,97.1
Orlando Magic,16,39,.291,23.5,18,37,96.1,101.4
Oklahoma City Thunder,43,12,.782,—,40,15,105.0,97.6
Portland Trail Blazers,36,17,.679,6.0,34,19,107.9,103.7
Minnesota Timberwolves,25,28,.472,17.0,33,20,105.5,101.8
Denver Nuggets,24,28,.462,17.5,23,29,103.1,104.6
Utah Jazz,19,33,.365,22.5,16,36,94.3,100.3
Los Angeles Clippers,37,19,.661,—,39,17,106.9,100.9
Phoenix Suns,31,21,.596,4.0,31,21,105.1,101.9
Golden State Warriors,31,22,.585,4.5,35,18,103.6,99.0
Los Angeles Lakers,18,35,.340,17.5,18,35,100.5,105.6
Sacramento Kings,18,35,.340,17.5,22,31,101.2,103.5
San Antonio Spurs,39,15,.722,—,38,16,104.0,97.6
Houston Rockets,36,17,.679,2.5,34,19,105.5,101.4
Dallas Mavericks,32,23,.582,7.5,31,24,103.9,102.0
Memphis Grizzlies,30,23,.566,8.5,27,26,94.8,94.5
New Orleans Pelicans,23,29,.442,15.0,23,29,99.6,101.2
