Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,45,26,.634,—,44,27,99.3,95.8
Brooklyn Nets,42,31,.575,4.0,39,34,96.1,95.0
Boston Celtics,38,34,.528,7.5,36,36,96.2,96.1
Philadelphia 76ers,30,43,.411,16.0,28,45,93.0,96.4
Toronto Raptors,27,45,.375,18.5,31,41,97.2,99.2
Indiana Pacers,47,27,.635,—,51,23,94.9,89.7
Chicago Bulls,39,32,.549,6.5,37,34,93.0,92.5
Milwaukee Bucks,35,37,.486,11.0,32,40,98.8,100.4
Detroit Pistons,24,49,.329,22.5,24,49,93.8,98.9
Cleveland Cavaliers,22,49,.310,23.5,25,46,97.0,101.3
Miami Heat,57,15,.792,—,54,18,103.5,95.5
Atlanta Hawks,41,33,.554,17.0,39,35,97.8,97.2
Washington Wizards,26,46,.361,31.0,29,43,92.9,95.5
Orlando Magic,19,55,.257,39.0,21,53,94.4,101.0
Charlotte Bobcats,17,56,.233,40.5,15,58,93.5,103.1
Oklahoma City Thunder,54,20,.730,—,58,16,106.0,96.9
Denver Nuggets,50,24,.676,4.0,48,26,105.6,101.0
Utah Jazz,38,36,.514,16.0,36,38,98.4,98.7
Portland Trail Blazers,33,40,.452,20.5,31,42,98.1,100.1
Minnesota Timberwolves,26,46,.361,27.0,29,43,95.2,97.8
Los Angeles Clippers,49,25,.662,—,52,22,100.6,94.5
Golden State Warriors,42,32,.568,7.0,39,35,100.9,100.2
Los Angeles Lakers,38,36,.514,11.0,39,35,102.4,101.5
Sacramento Kings,27,47,.365,22.0,25,49,100.0,104.7
Phoenix Suns,23,51,.311,26.0,21,53,94.5,101.0
San Antonio Spurs,55,17,.764,—,54,18,104.3,96.5
Memphis Grizzlies,49,24,.671,6.5,47,26,93.8,90.0
Houston Rockets,40,33,.548,15.5,45,28,105.9,102.3
Dallas Mavericks,36,37,.493,19.5,35,38,101.4,102.2
New Orleans Hornets,25,48,.342,30.5,27,46,94.0,97.6
