Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,16,13,.552,—,14,15,97.6,98.2
Philadelphia 76ers,13,15,.464,2.5,12,16,97.5,99.4
Boston Celtics,13,16,.448,3.0,15,14,101.4,100.9
New Jersey Nets,10,18,.357,5.5,8,20,86.2,92.3
Toronto Raptors,10,21,.323,7.0,12,19,97.2,100.1
Cleveland Cavaliers,17,12,.586,—,17,12,96.9,94.1
Detroit Pistons,15,13,.536,1.5,14,14,89.6,89.3
Indiana Pacers,15,13,.536,1.5,13,15,92.6,93.4
Chicago Bulls,9,17,.346,6.5,9,17,89.8,93.5
Milwaukee Bucks,9,17,.346,6.5,11,15,96.3,98.4
Miami Heat,24,7,.774,—,21,10,100.8,95.6
Orlando Magic,15,12,.556,7.0,14,13,102.0,101.5
Washington Wizards,15,13,.536,7.5,14,14,100.5,100.3
Charlotte Bobcats,7,19,.269,14.5,8,18,93.1,98.5
Atlanta Hawks,5,23,.179,17.5,5,23,89.6,100.4
Seattle SuperSonics,22,6,.786,—,20,8,100.5,94.2
Minnesota Timberwolves,16,11,.593,5.5,18,9,99.6,95.3
Denver Nuggets,14,15,.483,8.5,12,17,95.0,97.2
Portland Trail Blazers,13,14,.481,8.5,11,16,90.7,92.8
Utah Jazz,11,19,.367,12.0,12,18,95.6,98.3
Phoenix Suns,25,4,.862,—,23,6,108.7,98.4
Sacramento Kings,18,9,.667,6.0,17,10,102.1,98.6
Los Angeles Lakers,15,12,.556,9.0,15,12,98.4,97.2
Los Angeles Clippers,13,15,.464,11.5,14,14,94.9,94.9
Golden State Warriors,11,18,.379,14.0,10,19,94.8,99.2
San Antonio Spurs,25,6,.806,—,27,4,97.3,85.1
Dallas Mavericks,19,10,.655,5.0,20,9,100.1,94.8
Houston Rockets,15,15,.500,9.5,15,15,89.9,89.8
Memphis Grizzlies,14,17,.452,11.0,16,15,93.0,92.7
New Orleans Hornets,2,26,.071,21.5,5,23,85.6,95.0
