Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,16,5,.762,—,16,5,93.0,86.3
New York Knicks,14,8,.636,2.5,14,8,87.9,84.0
Miami Heat,10,11,.476,6.0,11,10,87.1,86.7
Boston Celtics,9,11,.450,6.5,9,11,95.1,97.1
Orlando Magic,9,12,.429,7.0,10,11,93.6,94.5
New Jersey Nets,7,14,.333,9.0,6,15,87.0,92.7
Washington Wizards,4,17,.190,12.0,6,15,89.6,95.2
Cleveland Cavaliers,12,7,.632,—,8,11,90.1,91.5
Charlotte Hornets,13,9,.591,0.5,14,8,90.9,87.0
Indiana Pacers,10,10,.500,2.5,11,9,92.8,91.9
Toronto Raptors,10,10,.500,2.5,11,9,94.7,93.2
Milwaukee Bucks,9,11,.450,3.5,9,11,95.7,96.9
Detroit Pistons,9,12,.429,4.0,9,12,94.7,97.3
Atlanta Hawks,4,16,.200,8.5,5,15,87.6,94.3
Chicago Bulls,2,19,.095,11.0,2,19,82.9,96.2
Utah Jazz,16,5,.762,—,16,5,97.7,89.6
Dallas Mavericks,14,8,.636,2.5,13,9,95.9,93.2
San Antonio Spurs,13,7,.650,2.5,14,6,93.5,87.7
Minnesota Timberwolves,13,8,.619,3.0,12,9,97.2,95.0
Houston Rockets,12,9,.571,4.0,12,9,94.2,92.7
Denver Nuggets,10,12,.455,6.5,8,14,95.9,100.3
Vancouver Grizzlies,7,14,.333,9.0,8,13,88.1,91.1
Sacramento Kings,14,4,.778,—,15,3,100.2,90.1
Phoenix Suns,14,6,.700,1.0,14,6,94.1,88.5
Los Angeles Lakers,15,7,.682,1.0,14,8,102.0,97.9
Portland Trail Blazers,14,8,.636,2.0,14,8,94.1,90.3
Seattle SuperSonics,10,12,.455,6.0,10,12,98.8,99.9
Los Angeles Clippers,7,16,.304,9.5,7,16,87.3,92.0
Golden State Warriors,6,15,.286,9.5,5,16,94.7,102.1
