Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,42,32,.568,—,45,29,100.7,97.6
Brooklyn Nets,39,33,.542,2.0,35,37,98.7,99.2
New York Knicks,32,43,.427,10.5,33,42,98.4,100.0
Boston Celtics,23,51,.311,19.0,26,48,95.4,99.7
Philadelphia 76ers,16,58,.216,26.0,14,60,99.0,109.9
Indiana Pacers,52,23,.693,—,51,24,96.8,91.8
Chicago Bulls,42,32,.568,9.5,40,34,93.1,91.9
Cleveland Cavaliers,30,45,.400,22.0,27,48,97.2,101.3
Detroit Pistons,27,47,.365,24.5,29,45,100.7,104.1
Milwaukee Bucks,14,60,.189,37.5,18,56,95.3,103.4
Miami Heat,51,22,.699,—,50,23,102.9,97.4
Washington Wizards,38,36,.514,13.5,38,36,100.6,100.1
Charlotte Bobcats,36,38,.486,15.5,34,40,96.5,97.5
Atlanta Hawks,32,41,.438,19.0,33,40,101.0,102.2
Orlando Magic,21,53,.284,30.5,24,50,96.8,102.0
Oklahoma City Thunder,54,19,.740,—,52,21,106.2,99.4
Portland Trail Blazers,48,27,.640,7.0,47,28,106.6,102.6
Minnesota Timberwolves,36,37,.493,18.0,44,29,106.7,103.6
Denver Nuggets,32,42,.432,22.5,31,43,103.6,106.2
Utah Jazz,23,52,.307,32.0,20,55,94.3,101.3
Los Angeles Clippers,53,22,.707,—,54,21,107.6,100.5
Golden State Warriors,45,28,.616,7.0,47,26,103.2,98.7
Phoenix Suns,44,30,.595,8.5,44,30,105.4,102.6
Sacramento Kings,26,48,.351,26.5,31,43,101.0,103.4
Los Angeles Lakers,25,48,.342,27.0,22,51,102.6,108.7
San Antonio Spurs,58,16,.784,—,56,18,105.6,97.1
Houston Rockets,49,23,.681,8.0,48,24,107.0,101.9
Dallas Mavericks,44,30,.595,14.0,43,31,104.9,102.6
Memphis Grizzlies,44,30,.595,14.0,41,33,95.6,94.1
New Orleans Pelicans,32,42,.432,26.0,31,43,99.8,102.1
