Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,51,12,.810,—,52,11,100.9,90.2
Toronto Raptors,34,30,.531,17.5,40,24,100.6,97.0
Philadelphia 76ers,31,34,.477,21.0,34,31,96.0,95.4
New Jersey Nets,27,38,.415,25.0,21,44,93.8,99.1
New York Knicks,19,46,.292,33.0,18,47,95.2,101.7
Detroit Pistons,46,18,.719,—,48,16,98.1,90.6
Cleveland Cavaliers,37,29,.561,10.0,32,34,97.4,97.7
Chicago Bulls,26,38,.406,20.0,26,38,96.5,99.0
Indiana Pacers,25,39,.391,21.0,27,37,103.0,105.4
Milwaukee Bucks,23,42,.354,23.5,19,46,96.2,102.7
Orlando Magic,42,24,.636,—,43,23,104.8,100.2
Washington Wizards,32,32,.500,9.0,31,33,98.3,98.5
Atlanta Hawks,26,38,.406,15.0,25,39,95.8,98.9
Charlotte Bobcats,24,40,.375,17.0,21,43,96.3,101.1
Miami Heat,11,52,.175,29.5,16,47,93.7,101.3
Utah Jazz,43,23,.652,—,46,20,106.2,100.3
Denver Nuggets,38,26,.594,4.0,38,26,107.5,104.8
Portland Trail Blazers,34,32,.515,9.0,31,35,95.6,96.4
Seattle SuperSonics,16,49,.246,26.5,16,49,97.0,105.0
Minnesota Timberwolves,14,49,.222,27.5,16,47,93.7,101.0
Los Angeles Lakers,45,19,.703,—,47,17,108.3,100.8
Phoenix Suns,43,22,.662,2.5,42,23,109.8,105.3
Golden State Warriors,40,24,.625,5.0,38,26,111.0,107.9
Sacramento Kings,29,35,.453,16.0,27,37,101.5,103.8
Los Angeles Clippers,21,42,.333,23.5,19,44,93.8,99.8
Houston Rockets,44,20,.688,—,44,20,97.1,91.8
San Antonio Spurs,44,20,.688,—,42,22,95.8,91.2
New Orleans Hornets,43,20,.683,0.5,43,20,100.3,95.0
Dallas Mavericks,42,23,.646,2.5,43,22,100.2,95.7
Memphis Grizzlies,15,49,.234,29.0,18,46,99.3,106.3
