Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,48,19,.716,—,47,20,103.6,97.4
Toronto Raptors,45,21,.682,2.5,43,23,103.0,98.4
Miami Heat,39,28,.582,9.0,36,31,98.9,97.7
Atlanta Hawks,39,29,.574,9.5,42,26,102.3,98.9
Boston Celtics,39,29,.574,9.5,42,26,106.0,102.4
Charlotte Hornets,38,29,.567,10.0,39,28,103.2,100.9
Indiana Pacers,36,31,.537,12.0,37,30,101.9,100.5
Detroit Pistons,34,34,.500,14.5,35,33,101.9,101.5
Chicago Bulls,33,33,.500,14.5,29,37,101.5,103.2
Washington Wizards,32,35,.478,16.0,31,36,103.1,104.3
Orlando Magic,29,38,.433,19.0,29,38,100.8,102.9
Milwaukee Bucks,29,39,.426,19.5,25,43,99.4,103.1
New York Knicks,28,41,.406,21.0,28,41,98.9,101.6
Brooklyn Nets,19,48,.284,29.0,20,47,98.2,104.4
Philadelphia 76ers,9,58,.134,39.0,13,54,97.1,107.7
Golden State Warriors,61,6,.910,—,54,13,115.7,104.3
San Antonio Spurs,57,10,.851,4.0,57,10,104.6,92.2
Oklahoma City Thunder,46,22,.676,15.5,49,19,110.1,103.0
Los Angeles Clippers,43,24,.642,18.0,42,25,104.6,100.8
Memphis Grizzlies,39,29,.574,22.5,30,38,99.1,100.6
Portland Trail Blazers,35,33,.515,26.5,36,32,104.0,103.4
Dallas Mavericks,34,34,.500,27.5,33,35,102.4,102.7
Houston Rockets,34,34,.500,27.5,32,36,106.1,106.9
Utah Jazz,32,35,.478,29.0,36,31,98.0,97.1
Denver Nuggets,28,40,.412,33.5,29,39,102.5,104.6
Sacramento Kings,26,41,.388,35.0,28,39,106.7,109.5
New Orleans Pelicans,25,42,.373,36.0,26,41,103.1,106.3
Minnesota Timberwolves,22,46,.324,39.5,25,43,101.6,105.6
Phoenix Suns,18,49,.269,43.0,18,49,100.8,108.0
Los Angeles Lakers,14,54,.206,47.5,15,53,97.9,106.8
