Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,13,4,.765,—,12,5,103.1,96.5
Atlanta Hawks,12,8,.600,2.5,11,9,102.4,100.3
Indiana Pacers,11,5,.688,1.5,11,5,101.8,95.6
Toronto Raptors,11,7,.611,2.5,11,7,100.2,96.4
Chicago Bulls,10,5,.667,2.0,8,7,98.9,98.3
Miami Heat,10,6,.625,2.5,10,6,96.3,92.5
Charlotte Hornets,10,7,.588,3.0,11,6,102.5,98.8
Boston Celtics,10,8,.556,3.5,12,6,102.0,97.5
Orlando Magic,9,8,.529,4.0,10,7,101.9,100.0
Detroit Pistons,9,9,.500,4.5,9,9,96.6,96.6
New York Knicks,8,10,.444,5.5,8,10,96.9,98.8
Washington Wizards,6,8,.429,5.5,4,10,99.2,105.1
Milwaukee Bucks,7,11,.389,6.5,5,13,96.7,103.3
Brooklyn Nets,4,13,.235,9.0,5,12,95.8,102.6
Philadelphia 76ers,0,18,.000,13.5,3,15,90.8,102.8
Golden State Warriors,19,0,1.000,—,17,2,115.3,99.9
San Antonio Spurs,14,4,.778,4.5,14,4,98.8,89.8
Oklahoma City Thunder,11,7,.611,7.5,12,6,108.9,103.0
Dallas Mavericks,10,8,.556,8.5,9,9,100.0,99.8
Los Angeles Clippers,10,8,.556,8.5,10,8,103.4,101.7
Memphis Grizzlies,10,8,.556,8.5,7,11,96.2,99.5
Utah Jazz,8,8,.500,9.5,9,7,96.0,94.0
Minnesota Timberwolves,8,9,.471,10.0,8,9,101.2,101.4
Phoenix Suns,8,9,.471,10.0,9,8,106.2,105.2
Houston Rockets,7,11,.389,11.5,6,12,101.8,107.9
Portland Trail Blazers,7,11,.389,11.5,8,10,100.0,101.0
Sacramento Kings,7,12,.368,12.0,8,11,105.3,108.5
Denver Nuggets,6,12,.333,12.5,5,13,96.5,103.1
New Orleans Pelicans,4,13,.235,14.0,5,12,101.5,108.9
Los Angeles Lakers,2,14,.125,15.5,4,12,97.1,106.0
