Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,16,4,.800,—,16,4,100.1,90.6
Toronto Raptors,8,13,.381,8.5,7,14,105.5,110.8
Philadelphia 76ers,5,14,.263,10.5,6,13,97.2,102.4
New York Knicks,5,15,.250,11.0,7,13,103.8,109.0
New Jersey Nets,1,18,.053,14.5,3,16,87.1,97.5
Cleveland Cavaliers,14,5,.737,—,13,6,99.6,93.9
Milwaukee Bucks,9,9,.500,4.5,9,9,98.9,98.2
Chicago Bulls,7,10,.412,6.0,5,12,91.2,97.1
Detroit Pistons,7,12,.368,7.0,8,11,92.8,94.9
Indiana Pacers,6,11,.353,7.0,6,11,98.5,102.5
Orlando Magic,15,4,.789,—,14,5,100.8,94.2
Atlanta Hawks,13,6,.684,2.0,13,6,104.9,99.3
Miami Heat,10,9,.526,5.0,9,10,96.6,97.0
Charlotte Bobcats,7,11,.389,7.5,8,10,88.4,89.6
Washington Wizards,7,11,.389,7.5,7,11,96.8,100.6
Denver Nuggets,14,5,.737,—,14,5,110.8,102.6
Portland Trail Blazers,12,8,.600,2.5,14,6,96.7,91.3
Utah Jazz,11,7,.611,2.5,11,7,101.2,97.3
Oklahoma City Thunder,10,9,.526,4.0,11,8,97.3,95.4
Minnesota Timberwolves,2,17,.105,12.0,3,16,91.4,104.1
Los Angeles Lakers,15,3,.833,—,13,5,104.4,96.7
Phoenix Suns,14,5,.737,1.5,12,7,110.2,105.8
Sacramento Kings,9,8,.529,5.5,9,8,104.9,104.3
Los Angeles Clippers,8,11,.421,7.5,7,12,95.2,98.3
Golden State Warriors,6,12,.333,9.0,7,11,109.4,113.6
Dallas Mavericks,14,6,.700,—,14,6,103.0,97.6
Houston Rockets,11,8,.579,2.5,11,8,102.5,100.8
San Antonio Spurs,9,7,.563,3.0,10,6,100.0,96.1
New Orleans Hornets,8,11,.421,5.5,7,12,99.3,103.0
Memphis Grizzlies,8,12,.400,6.0,7,13,100.6,105.0
