Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,26,3,.897,—,26,3,100.6,86.8
Toronto Raptors,17,15,.531,10.5,18,14,96.9,95.1
New Jersey Nets,14,16,.467,12.5,10,20,92.4,97.3
Philadelphia 76ers,14,17,.452,13.0,15,16,93.1,93.9
New York Knicks,8,21,.276,18.0,7,22,93.8,102.0
Detroit Pistons,24,7,.774,—,26,5,99.8,89.3
Indiana Pacers,15,17,.469,9.5,15,17,103.6,104.4
Cleveland Cavaliers,14,17,.452,10.0,11,20,95.5,99.2
Chicago Bulls,11,18,.379,12.0,10,19,92.8,96.8
Milwaukee Bucks,11,19,.367,12.5,9,21,94.9,101.2
Orlando Magic,22,11,.667,—,21,12,103.9,100.2
Atlanta Hawks,15,13,.536,4.5,13,15,94.4,95.0
Washington Wizards,15,14,.517,5.0,16,13,100.2,98.4
Charlotte Bobcats,11,18,.379,9.0,9,20,93.6,98.7
Miami Heat,8,23,.258,13.0,10,21,94.0,99.3
Denver Nuggets,18,12,.600,—,18,12,106.9,103.6
Portland Trail Blazers,18,13,.581,0.5,15,16,96.0,96.0
Utah Jazz,17,16,.515,2.5,21,12,104.8,100.5
Seattle SuperSonics,9,22,.290,9.5,9,22,98.2,104.4
Minnesota Timberwolves,4,26,.133,14.0,7,23,93.5,102.2
Phoenix Suns,22,9,.710,—,21,10,109.4,103.7
Los Angeles Lakers,19,11,.633,2.5,19,11,106.5,101.9
Golden State Warriors,19,13,.594,3.5,19,13,108.5,106.0
Sacramento Kings,11,18,.379,10.0,11,18,97.4,101.1
Los Angeles Clippers,10,19,.345,11.0,9,20,92.9,97.8
San Antonio Spurs,21,8,.724,—,21,8,98.9,91.9
New Orleans Hornets,20,11,.645,2.0,20,11,96.6,92.9
Dallas Mavericks,20,11,.645,2.0,19,12,100.8,97.4
Houston Rockets,15,16,.484,7.0,16,15,94.9,94.0
Memphis Grizzlies,8,22,.267,13.5,10,20,100.6,105.5
