Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,10,4,.714,—,11,3,98.4,89.6
Toronto Raptors,6,8,.429,4.0,6,8,106.3,107.9
Philadelphia 76ers,5,8,.385,4.5,4,9,95.9,100.5
New York Knicks,3,10,.231,6.5,4,9,101.4,107.9
New Jersey Nets,0,13,.000,9.5,2,11,84.9,95.1
Cleveland Cavaliers,10,4,.714,—,9,5,99.1,95.1
Milwaukee Bucks,8,3,.727,0.5,8,3,99.9,94.5
Chicago Bulls,6,6,.500,3.0,4,8,90.8,94.8
Indiana Pacers,5,6,.455,3.5,5,6,98.7,100.2
Detroit Pistons,5,9,.357,5.0,6,8,92.5,94.6
Orlando Magic,11,3,.786,—,10,4,99.4,93.6
Atlanta Hawks,11,3,.786,—,10,4,105.5,98.9
Miami Heat,8,5,.615,2.5,7,6,96.8,95.2
Charlotte Bobcats,4,9,.308,6.5,4,9,85.3,89.5
Washington Wizards,3,9,.250,7.0,4,8,95.7,101.2
Portland Trail Blazers,10,5,.667,—,11,4,95.4,88.3
Denver Nuggets,9,4,.692,—,9,4,107.9,101.3
Utah Jazz,7,6,.538,2.0,7,6,99.9,99.2
Oklahoma City Thunder,7,7,.500,2.5,8,6,95.9,94.1
Minnesota Timberwolves,1,12,.077,8.0,1,12,88.8,103.6
Phoenix Suns,11,3,.786,—,9,5,110.4,105.5
Los Angeles Lakers,10,3,.769,0.5,9,4,101.9,97.0
Sacramento Kings,5,7,.417,5.0,5,7,103.0,105.3
Los Angeles Clippers,5,9,.357,6.0,5,9,96.9,100.6
Golden State Warriors,4,8,.333,6.0,5,7,109.6,111.7
Dallas Mavericks,10,3,.769,—,9,4,101.2,95.2
Houston Rockets,8,6,.571,2.5,8,6,103.7,100.6
New Orleans Hornets,6,9,.400,5.0,6,9,99.5,103.1
San Antonio Spurs,5,6,.455,4.0,6,5,99.8,97.5
Memphis Grizzlies,4,9,.308,6.0,4,9,100.2,106.0
