Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,7,2,.778,—,7,2,105.8,98.8
Boston Celtics,6,3,.667,1.0,6,3,101.3,97.9
New York Knicks,5,6,.455,3.0,6,5,91.6,91.6
Philadelphia 76ers,4,6,.400,3.5,5,5,92.3,91.6
Orlando Magic,4,6,.400,3.5,4,6,99.6,102.9
Washington Wizards,2,7,.222,5.0,2,7,91.6,101.3
New Jersey Nets,1,8,.111,6.0,3,6,98.0,103.7
Milwaukee Bucks,6,3,.667,—,6,3,107.7,103.4
Toronto Raptors,6,3,.667,—,6,3,99.7,95.1
Charlotte Hornets,6,4,.600,0.5,6,4,99.4,97.9
Indiana Pacers,5,4,.556,1.0,6,3,103.0,99.7
Cleveland Cavaliers,4,4,.500,1.5,4,4,100.0,101.3
Detroit Pistons,4,6,.400,2.5,4,6,103.6,105.5
Atlanta Hawks,3,6,.333,3.0,3,6,99.7,105.3
Chicago Bulls,1,8,.111,5.0,1,8,85.7,99.4
San Antonio Spurs,7,3,.700,—,8,2,93.7,85.8
Minnesota Timberwolves,4,2,.667,1.0,4,2,97.8,94.0
Utah Jazz,5,4,.556,1.5,5,4,91.9,89.7
Dallas Mavericks,4,6,.400,3.0,5,5,105.9,107.4
Denver Nuggets,3,5,.375,3.0,3,5,97.6,101.1
Vancouver Grizzlies,3,5,.375,3.0,4,4,96.5,97.9
Houston Rockets,2,8,.200,5.0,3,7,93.7,99.6
Portland Trail Blazers,9,1,.900,—,9,1,100.9,88.0
Seattle SuperSonics,8,2,.800,1.0,6,4,104.5,101.2
Sacramento Kings,6,1,.857,1.5,5,2,106.3,99.7
Los Angeles Lakers,8,3,.727,1.5,7,4,94.8,91.8
Phoenix Suns,6,4,.600,3.0,7,3,94.5,90.1
Golden State Warriors,2,6,.250,6.0,2,6,96.0,104.5
Los Angeles Clippers,2,7,.222,6.5,2,7,91.7,100.0
