Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,24,20,.545,—,25,19,89.0,87.2
Boston Celtics,22,25,.468,3.5,22,25,94.7,95.5
New York Knicks,20,27,.426,5.5,20,27,90.6,92.6
Miami Heat,19,27,.413,6.0,17,29,86.2,89.3
Philadelphia 76ers,19,27,.413,6.0,21,25,88.7,89.7
Washington Wizards,13,31,.295,11.0,14,30,89.3,94.2
Orlando Magic,13,35,.271,13.0,15,33,94.3,99.5
Indiana Pacers,34,13,.723,—,32,15,89.5,84.6
Detroit Pistons,30,16,.652,3.5,30,16,89.5,85.4
New Orleans Hornets,26,19,.578,7.0,24,21,91.9,91.2
Milwaukee Bucks,25,20,.556,8.0,26,19,95.8,93.9
Toronto Raptors,21,22,.488,11.0,17,26,84.8,87.3
Cleveland Cavaliers,17,28,.378,16.0,18,27,91.4,94.4
Atlanta Hawks,14,33,.298,20.0,13,34,88.3,94.3
Chicago Bulls,13,33,.283,20.5,12,34,89.5,96.2
Minnesota Timberwolves,31,13,.705,—,30,14,95.0,90.1
San Antonio Spurs,30,18,.625,3.0,35,13,90.1,83.8
Dallas Mavericks,29,17,.630,3.0,28,18,103.1,99.8
Denver Nuggets,27,21,.563,6.0,27,21,96.8,94.8
Houston Rockets,26,19,.578,5.5,29,16,87.2,83.9
Memphis Grizzlies,25,19,.568,6.0,25,19,96.7,94.8
Utah Jazz,23,22,.511,8.5,22,23,91.2,91.6
Sacramento Kings,32,12,.727,—,32,12,104.5,97.2
Los Angeles Lakers,27,15,.643,4.0,28,14,98.9,94.2
Seattle SuperSonics,22,22,.500,10.0,20,24,97.5,98.6
Portland Trail Blazers,20,24,.455,12.0,17,27,91.1,94.0
Los Angeles Clippers,19,24,.442,12.5,18,25,96.0,98.0
Golden State Warriors,19,25,.432,13.0,20,24,93.7,95.2
Phoenix Suns,17,30,.362,16.5,18,29,92.6,96.1
