Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,9,9,.500,—,9,9,89.9,89.9
New Jersey Nets,7,10,.412,1.5,9,8,87.5,86.6
Boston Celtics,7,10,.412,1.5,8,9,89.0,89.2
New York Knicks,7,11,.389,2.0,6,12,86.2,89.9
Washington Wizards,6,10,.375,2.0,7,9,91.1,93.4
Miami Heat,5,12,.294,3.5,4,13,85.5,92.1
Orlando Magic,1,15,.063,7.0,4,12,88.0,96.4
Indiana Pacers,15,3,.833,—,13,5,87.8,81.6
Detroit Pistons,13,6,.684,2.5,13,6,92.1,87.5
New Orleans Hornets,11,6,.647,3.5,10,7,91.4,89.0
Toronto Raptors,8,8,.500,6.0,4,12,78.0,84.0
Milwaukee Bucks,8,9,.471,6.5,10,7,94.7,92.9
Atlanta Hawks,6,12,.333,9.0,6,12,90.6,95.6
Chicago Bulls,5,12,.294,9.5,3,14,90.6,100.2
Cleveland Cavaliers,4,13,.235,10.5,6,11,90.7,95.3
Dallas Mavericks,11,6,.647,—,11,6,100.4,96.9
Denver Nuggets,10,6,.625,0.5,10,6,94.8,91.2
Utah Jazz,10,6,.625,0.5,9,7,93.0,91.8
Houston Rockets,9,7,.563,1.5,10,6,87.3,84.3
Minnesota Timberwolves,9,8,.529,2.0,10,7,89.9,87.9
San Antonio Spurs,9,9,.500,2.5,12,6,90.4,86.2
Memphis Grizzlies,8,8,.500,2.5,7,9,95.4,97.1
Los Angeles Lakers,14,3,.824,—,14,3,103.1,93.4
Sacramento Kings,12,4,.750,1.5,12,4,105.4,96.4
Seattle SuperSonics,8,6,.571,4.5,7,7,93.7,94.4
Portland Trail Blazers,8,7,.533,5.0,7,8,89.6,91.1
Golden State Warriors,8,7,.533,5.0,9,6,91.2,89.4
Phoenix Suns,7,9,.438,6.5,8,8,92.4,92.9
Los Angeles Clippers,5,8,.385,7.0,4,9,96.2,101.0
