Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,20,4,.833,—,19,5,100.8,91.2
Toronto Raptors,11,17,.393,11.0,9,19,103.5,108.6
New York Knicks,8,16,.333,12.0,9,15,103.1,106.3
Philadelphia 76ers,6,19,.240,14.5,9,16,97.2,101.6
New Jersey Nets,2,24,.077,19.0,4,22,89.3,100.3
Cleveland Cavaliers,19,7,.731,—,18,8,100.0,94.4
Milwaukee Bucks,11,12,.478,6.5,12,11,99.4,98.7
Detroit Pistons,11,14,.440,7.5,11,14,93.6,95.2
Indiana Pacers,9,14,.391,8.5,9,14,98.2,101.8
Chicago Bulls,8,15,.348,9.5,5,18,90.2,98.9
Orlando Magic,19,6,.760,—,18,7,103.0,96.7
Atlanta Hawks,18,6,.750,0.5,18,6,106.0,97.4
Miami Heat,12,11,.522,6.0,11,12,97.8,98.4
Charlotte Bobcats,10,14,.417,8.5,11,13,90.8,91.8
Washington Wizards,7,16,.304,11.0,9,14,98.1,101.5
Denver Nuggets,19,7,.731,—,19,7,108.3,101.2
Utah Jazz,15,10,.600,3.5,15,10,101.7,98.8
Portland Trail Blazers,15,11,.577,4.0,17,9,96.3,92.3
Oklahoma City Thunder,12,12,.500,6.0,13,11,96.8,95.8
Minnesota Timberwolves,4,22,.154,15.0,4,22,93.3,104.7
Los Angeles Lakers,20,4,.833,—,18,6,103.7,95.5
Phoenix Suns,17,8,.680,3.5,15,10,108.7,105.6
Los Angeles Clippers,11,13,.458,9.0,10,14,95.4,97.6
Sacramento Kings,11,13,.458,9.0,12,12,104.7,105.0
Golden State Warriors,7,18,.280,13.5,9,16,106.3,111.3
Dallas Mavericks,19,7,.731,—,18,8,101.3,96.1
Houston Rockets,14,11,.560,4.5,14,11,101.0,99.6
San Antonio Spurs,13,10,.565,4.5,15,8,101.9,97.2
New Orleans Hornets,11,13,.458,7.0,9,15,98.4,101.7
Memphis Grizzlies,10,15,.400,8.5,10,15,101.4,104.8
