Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,30,12,.714,—,28,14,109.3,104.4
Toronto Raptors,28,15,.651,2.5,29,14,110.2,104.6
Boston Celtics,26,17,.605,4.5,24,19,107.3,105.3
Atlanta Hawks,26,18,.591,5.0,23,21,102.9,102.5
Washington Wizards,23,20,.535,7.5,22,21,106.1,105.8
Charlotte Hornets,23,21,.523,8.0,25,19,105.4,103.0
Indiana Pacers,22,21,.512,8.5,20,23,105.4,106.7
Chicago Bulls,22,23,.489,9.5,22,23,101.2,101.4
Detroit Pistons,21,24,.467,10.5,21,24,100.5,101.2
Milwaukee Bucks,20,23,.465,10.5,22,21,104.4,104.1
New York Knicks,19,26,.422,12.5,18,27,105.5,108.3
Orlando Magic,18,27,.400,13.5,15,30,100.0,104.7
Philadelphia 76ers,15,27,.357,15.0,13,29,99.0,104.7
Miami Heat,14,30,.318,17.0,16,28,98.8,102.5
Brooklyn Nets,9,34,.209,21.5,11,32,106.2,114.9
Golden State Warriors,37,6,.860,—,36,7,118.0,105.0
San Antonio Spurs,34,9,.791,3.0,33,10,107.6,98.9
Houston Rockets,34,13,.723,5.0,33,14,114.5,107.4
Utah Jazz,29,16,.644,9.0,29,16,99.7,95.3
Los Angeles Clippers,29,16,.644,9.0,30,15,107.8,102.6
Memphis Grizzlies,26,20,.565,12.5,23,23,99.7,99.4
Oklahoma City Thunder,25,19,.568,12.5,23,21,106.3,105.6
Portland Trail Blazers,19,27,.413,19.5,19,27,107.5,110.5
Denver Nuggets,18,24,.429,18.5,19,23,109.9,111.3
New Orleans Pelicans,17,27,.386,20.5,18,26,102.8,105.7
Sacramento Kings,16,27,.372,21.0,17,26,102.3,105.5
Los Angeles Lakers,16,31,.340,23.0,15,32,104.7,110.2
Minnesota Timberwolves,15,28,.349,22.0,20,23,103.1,104.3
Dallas Mavericks,14,29,.326,23.0,15,28,96.0,100.7
Phoenix Suns,14,29,.326,23.0,14,29,105.9,111.7
