Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,36,14,.720,—,34,16,95.3,90.1
Miami Heat,30,20,.600,6.0,31,19,88.9,85.8
New York Knicks,29,18,.617,5.5,29,18,87.9,84.8
Orlando Magic,25,23,.521,10.0,25,23,97.0,96.3
Boston Celtics,22,27,.449,13.5,20,29,94.0,96.3
New Jersey Nets,16,34,.320,20.0,16,34,89.9,95.2
Washington Wizards,12,37,.245,23.5,14,35,91.2,97.5
Milwaukee Bucks,29,18,.617,—,29,18,100.3,96.7
Toronto Raptors,25,23,.521,4.5,26,22,96.5,95.2
Charlotte Hornets,25,25,.500,5.5,27,23,89.8,88.7
Indiana Pacers,21,27,.438,8.5,23,25,91.5,92.3
Cleveland Cavaliers,20,27,.426,9.0,18,29,91.7,95.0
Detroit Pistons,19,30,.388,11.0,18,31,95.3,98.8
Atlanta Hawks,16,32,.333,13.5,17,31,87.4,91.2
Chicago Bulls,6,42,.125,23.5,8,40,86.3,97.1
Utah Jazz,32,15,.681,—,32,15,97.0,91.6
Minnesota Timberwolves,32,18,.640,1.5,29,21,97.2,95.0
San Antonio Spurs,31,15,.674,0.5,34,12,95.4,88.5
Dallas Mavericks,31,19,.620,2.5,32,18,99.0,95.3
Denver Nuggets,27,23,.540,6.5,23,27,98.5,99.6
Houston Rockets,24,25,.490,9.0,26,23,96.0,95.0
Vancouver Grizzlies,13,36,.265,20.0,14,35,91.6,97.4
Portland Trail Blazers,35,15,.700,—,34,16,94.8,90.0
Sacramento Kings,31,15,.674,2.0,33,13,100.8,94.4
Los Angeles Lakers,31,16,.660,2.5,28,19,99.9,97.1
Phoenix Suns,28,20,.583,6.0,29,19,93.5,91.0
Seattle SuperSonics,28,24,.538,8.0,25,27,98.0,98.4
Los Angeles Clippers,16,34,.320,19.0,18,32,90.0,93.8
Golden State Warriors,15,33,.313,19.0,15,33,95.0,100.7
