Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,44,12,.786,—,45,11,100.2,90.4
Toronto Raptors,32,24,.571,12.0,37,19,100.0,95.4
Philadelphia 76ers,26,32,.448,19.0,29,29,95.1,95.2
New Jersey Nets,26,32,.448,19.0,20,38,94.6,99.3
New York Knicks,18,39,.316,26.5,17,40,95.3,101.1
Detroit Pistons,42,16,.724,—,44,14,98.2,90.5
Cleveland Cavaliers,32,26,.552,10.0,27,31,97.2,98.1
Chicago Bulls,23,34,.404,18.5,23,34,95.9,98.6
Indiana Pacers,22,36,.379,20.0,24,34,102.4,105.1
Milwaukee Bucks,22,36,.379,20.0,17,41,95.4,101.8
Orlando Magic,37,23,.617,—,37,23,104.1,100.6
Washington Wizards,27,30,.474,8.5,28,29,98.0,98.3
Atlanta Hawks,24,32,.429,11.0,23,33,95.5,97.8
Charlotte Bobcats,19,38,.333,16.5,17,40,95.1,101.1
Miami Heat,10,46,.179,25.0,14,42,93.4,100.7
Utah Jazz,37,21,.638,—,39,19,105.4,99.8
Denver Nuggets,34,23,.596,2.5,34,23,107.6,104.7
Portland Trail Blazers,30,28,.517,7.0,27,31,94.8,95.7
Seattle SuperSonics,15,42,.263,21.5,15,42,96.8,104.3
Minnesota Timberwolves,12,44,.214,24.0,14,42,93.5,100.8
Los Angeles Lakers,41,17,.707,—,42,16,107.7,100.3
Phoenix Suns,39,19,.672,2.0,38,20,109.4,104.6
Golden State Warriors,34,22,.607,6.0,32,24,110.0,107.9
Sacramento Kings,26,31,.456,14.5,24,33,100.8,103.1
Los Angeles Clippers,19,36,.345,20.5,19,36,94.1,98.7
San Antonio Spurs,39,17,.696,—,39,17,96.2,90.9
New Orleans Hornets,38,18,.679,1.0,38,18,100.1,95.0
Dallas Mavericks,38,20,.655,2.0,37,21,99.1,95.1
Houston Rockets,37,20,.649,2.5,37,20,96.3,92.1
Memphis Grizzlies,14,43,.246,25.5,18,39,99.7,105.4
