Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,6,5,.545,—,5,6,104.6,106.0
New Jersey Nets,5,4,.556,—,4,5,95.2,95.2
Boston Celtics,4,5,.444,1.0,4,5,98.1,99.2
New York Knicks,3,7,.300,2.5,4,6,88.2,90.5
Toronto Raptors,1,9,.100,4.5,2,8,97.7,106.7
Detroit Pistons,8,1,.889,—,7,2,97.7,90.6
Cleveland Cavaliers,8,2,.800,0.5,8,2,104.4,95.3
Indiana Pacers,6,3,.667,2.0,5,4,96.8,95.0
Milwaukee Bucks,5,3,.625,2.5,3,5,99.4,101.9
Chicago Bulls,4,5,.444,4.0,3,6,94.0,97.6
Miami Heat,6,4,.600,—,6,4,98.4,96.0
Washington Wizards,5,4,.556,0.5,6,3,99.6,95.0
Orlando Magic,3,6,.333,2.5,3,6,85.6,90.3
Charlotte Bobcats,3,8,.273,3.5,5,6,96.3,97.5
Atlanta Hawks,0,9,.000,5.5,2,7,88.0,98.1
Denver Nuggets,6,5,.545,—,7,4,95.1,90.6
Minnesota Timberwolves,5,4,.556,—,6,3,95.9,92.0
Seattle SuperSonics,5,5,.500,0.5,3,7,99.2,106.4
Utah Jazz,4,7,.364,2.0,4,7,87.1,91.5
Portland Trail Blazers,3,5,.375,1.5,2,6,86.5,93.0
Los Angeles Clippers,8,2,.800,—,7,3,100.2,94.4
Golden State Warriors,6,5,.545,2.5,7,4,94.1,91.5
Phoenix Suns,4,5,.444,3.5,5,4,105.0,103.6
Los Angeles Lakers,4,6,.400,4.0,4,6,93.5,95.1
Sacramento Kings,4,6,.400,4.0,5,5,97.5,97.8
San Antonio Spurs,8,2,.800,—,8,2,97.0,89.3
Dallas Mavericks,7,2,.778,0.5,7,2,98.8,92.0
Memphis Grizzlies,7,4,.636,1.5,6,5,90.5,88.7
New Orleans/Oklahoma City Hornets,4,5,.444,3.5,4,5,92.6,93.8
Houston Rockets,3,7,.300,5.0,4,6,83.9,87.5
