Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,19,9,.679,—,17,11,97.6,94.1
New York Knicks,18,12,.600,2.0,17,13,91.4,89.7
Philadelphia 76ers,17,15,.531,4.0,15,17,90.9,91.6
Orlando Magic,15,14,.517,4.5,15,14,102.2,102.0
Boston Celtics,12,16,.429,7.0,13,15,97.4,98.4
New Jersey Nets,12,18,.400,8.0,13,17,95.5,97.0
Washington Wizards,10,20,.333,10.0,10,20,92.5,97.6
Indiana Pacers,20,9,.690,—,21,8,101.9,94.7
Charlotte Hornets,18,11,.621,2.0,19,10,101.8,97.5
Toronto Raptors,17,12,.586,3.0,16,13,98.2,96.8
Milwaukee Bucks,17,13,.567,3.5,16,14,101.4,100.4
Detroit Pistons,15,14,.517,5.0,16,13,103.4,101.8
Cleveland Cavaliers,12,17,.414,8.0,11,18,98.8,102.0
Atlanta Hawks,11,18,.379,9.0,13,16,99.9,101.9
Chicago Bulls,2,25,.074,17.0,3,24,84.4,96.9
San Antonio Spurs,21,10,.677,—,23,8,95.6,89.0
Utah Jazz,18,10,.643,1.5,18,10,94.1,90.3
Denver Nuggets,15,13,.536,4.5,14,14,98.1,98.4
Minnesota Timberwolves,13,14,.481,6.0,14,13,96.6,96.3
Houston Rockets,10,20,.333,10.5,13,17,98.0,99.4
Dallas Mavericks,9,21,.300,11.5,11,19,101.0,105.0
Vancouver Grizzlies,6,23,.207,14.0,7,22,92.5,100.7
Los Angeles Lakers,25,5,.833,—,23,7,97.4,89.8
Portland Trail Blazers,22,7,.759,2.5,22,7,96.5,89.3
Phoenix Suns,18,11,.621,6.5,20,9,101.2,95.7
Seattle SuperSonics,18,12,.600,7.0,15,15,99.4,99.0
Sacramento Kings,17,10,.630,6.5,16,11,105.5,102.7
Los Angeles Clippers,9,20,.310,15.5,7,22,91.4,99.6
Golden State Warriors,6,23,.207,18.5,7,22,94.7,102.3
