Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,45,33,.577,—,42,36,99.5,98.3
New Jersey Nets,36,40,.474,8.0,35,41,97.5,98.6
New York Knicks,32,45,.416,12.5,32,45,98.0,100.3
Philadelphia 76ers,31,45,.408,13.0,29,47,94.6,97.9
Boston Celtics,23,53,.303,21.0,29,47,96.0,99.5
Detroit Pistons,50,27,.649,—,50,27,96.1,91.8
Cleveland Cavaliers,46,32,.590,4.5,48,30,96.4,93.3
Chicago Bulls,46,32,.590,4.5,51,27,98.8,94.4
Indiana Pacers,34,42,.447,15.5,32,44,95.4,97.7
Milwaukee Bucks,26,51,.338,24.0,28,49,99.7,104.0
Miami Heat,42,35,.545,—,37,40,95.3,95.8
Washington Wizards,39,37,.513,2.5,38,38,105.6,105.8
Orlando Magic,36,41,.468,6.0,39,38,94.7,94.5
Charlotte Bobcats,31,47,.397,11.5,28,50,97.0,101.1
Atlanta Hawks,28,49,.364,14.0,26,51,93.5,98.2
Utah Jazz,48,29,.623,—,46,31,101.1,98.4
Denver Nuggets,41,36,.532,7.0,42,35,104.9,103.6
Minnesota Timberwolves,32,45,.416,16.0,31,46,96.0,98.8
Portland Trail Blazers,31,46,.403,17.0,29,48,93.9,97.5
Seattle SuperSonics,31,47,.397,17.5,33,45,99.5,101.7
Phoenix Suns,58,19,.753,—,55,22,110.3,103.1
Los Angeles Lakers,40,38,.513,18.5,39,39,103.2,103.4
Golden State Warriors,38,40,.487,20.5,35,43,105.9,107.3
Los Angeles Clippers,37,39,.487,20.5,36,40,95.2,95.9
Sacramento Kings,31,45,.408,26.5,34,42,100.7,102.3
Dallas Mavericks,64,13,.831,—,58,19,100.4,92.8
San Antonio Spurs,56,21,.727,8.0,61,16,98.8,89.7
Houston Rockets,49,29,.628,15.5,53,25,96.4,91.4
New Orleans/Oklahoma City Hornets,36,41,.468,28.0,34,43,94.8,96.5
Memphis Grizzlies,19,59,.244,45.5,24,54,101.0,106.9
