Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,3,0,1.000,—,3,0,104.7,85.3
Boston Celtics,2,2,.500,1.5,1,3,96.0,99.8
Philadelphia 76ers,2,2,.500,1.5,1,3,83.3,86.8
Brooklyn Nets,1,2,.333,2.0,0,3,92.0,103.3
Toronto Raptors,1,4,.200,3.0,2,3,97.0,100.0
Chicago Bulls,3,2,.600,—,3,2,96.0,90.4
Milwaukee Bucks,2,1,.667,—,1,2,98.0,99.3
Indiana Pacers,2,3,.400,1.0,2,3,90.0,93.2
Cleveland Cavaliers,2,3,.400,1.0,2,3,97.2,102.2
Detroit Pistons,0,5,.000,3.0,1,4,92.8,103.8
Miami Heat,4,1,.800,—,4,1,110.0,99.8
Atlanta Hawks,2,1,.667,1.0,2,1,98.3,96.7
Orlando Magic,2,2,.500,1.5,2,2,96.3,93.0
Charlotte Bobcats,1,2,.333,2.0,1,2,99.7,110.7
Washington Wizards,0,3,.000,3.0,1,2,88.0,94.3
Minnesota Timberwolves,3,1,.750,—,3,1,93.8,89.0
Oklahoma City Thunder,3,2,.600,0.5,4,1,98.0,92.2
Denver Nuggets,2,3,.400,1.5,2,3,96.4,97.8
Portland Trail Blazers,2,3,.400,1.5,2,3,96.8,102.8
Utah Jazz,2,3,.400,1.5,3,2,97.6,96.2
Los Angeles Clippers,4,2,.667,—,4,2,104.3,97.2
Golden State Warriors,3,2,.600,0.5,3,2,98.6,97.8
Phoenix Suns,2,3,.400,1.5,1,4,97.4,105.0
Sacramento Kings,2,3,.400,1.5,2,3,92.8,97.2
Los Angeles Lakers,1,4,.200,2.5,2,3,97.2,98.8
San Antonio Spurs,4,1,.800,—,3,2,96.0,92.8
Dallas Mavericks,4,1,.800,—,4,1,108.4,99.6
Memphis Grizzlies,3,1,.750,0.5,3,1,101.8,94.8
Houston Rockets,2,2,.500,1.5,2,2,96.5,96.5
New Orleans Hornets,2,2,.500,1.5,2,2,83.5,86.0
