Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,30,9,.769,—,29,10,99.5,92.0
New York Knicks,22,17,.564,8.0,21,18,107.2,106.1
Philadelphia 76ers,16,23,.410,14.0,19,20,97.0,97.7
Toronto Raptors,13,26,.333,17.0,14,25,100.9,105.1
New Jersey Nets,10,29,.256,20.0,11,28,92.3,99.1
Chicago Bulls,26,13,.667,—,27,12,98.9,93.4
Indiana Pacers,16,21,.432,9.0,17,20,96.7,97.6
Milwaukee Bucks,14,23,.378,11.0,16,21,91.2,93.1
Detroit Pistons,13,26,.333,13.0,13,26,95.4,100.3
Cleveland Cavaliers,8,31,.205,18.0,7,32,93.4,104.3
Miami Heat,30,11,.732,—,31,10,101.8,93.6
Atlanta Hawks,26,14,.650,3.5,24,16,97.9,94.9
Orlando Magic,25,14,.641,4.0,26,13,99.3,94.1
Charlotte Bobcats,15,22,.405,13.0,14,23,93.3,96.8
Washington Wizards,10,27,.270,18.0,11,26,96.6,102.7
Oklahoma City Thunder,27,13,.675,—,23,17,104.0,102.1
Utah Jazz,27,13,.675,—,24,16,101.0,98.4
Denver Nuggets,22,16,.579,4.0,23,15,106.9,104.1
Portland Trail Blazers,20,20,.500,7.0,20,20,95.5,95.5
Minnesota Timberwolves,10,30,.250,17.0,13,27,102.4,107.9
Los Angeles Lakers,30,11,.732,—,31,10,103.8,96.0
Phoenix Suns,17,21,.447,11.5,16,22,106.2,109.0
Golden State Warriors,16,23,.410,13.0,15,24,102.4,106.3
Los Angeles Clippers,13,25,.342,15.5,15,23,98.3,101.2
Sacramento Kings,9,28,.243,19.0,11,26,96.8,102.6
San Antonio Spurs,34,6,.850,—,30,10,104.6,96.8
Dallas Mavericks,26,12,.684,7.0,23,15,97.6,94.4
New Orleans Hornets,24,16,.600,10.0,23,17,94.3,92.5
Memphis Grizzlies,18,21,.462,15.5,20,19,99.8,99.6
Houston Rockets,17,23,.425,17.0,20,20,105.0,105.0
