Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,18,21,.462,—,18,21,97.6,98.9
New Jersey Nets,17,20,.459,—,18,19,97.1,97.7
New York Knicks,17,22,.436,1.0,16,23,99.9,102.4
Boston Celtics,12,25,.324,5.0,16,21,97.6,99.8
Philadelphia 76ers,10,28,.263,7.5,13,25,94.5,99.3
Cleveland Cavaliers,23,14,.622,—,22,15,95.4,92.8
Chicago Bulls,22,17,.564,2.0,27,12,99.7,94.3
Detroit Pistons,21,15,.583,1.5,21,15,96.3,94.1
Indiana Pacers,20,18,.526,3.5,18,20,95.4,96.4
Milwaukee Bucks,17,20,.459,6.0,17,20,101.9,103.1
Orlando Magic,22,17,.564,—,22,17,93.6,92.0
Washington Wizards,21,16,.568,—,20,17,107.3,106.4
Miami Heat,17,20,.459,4.0,13,24,95.4,99.8
Atlanta Hawks,12,23,.343,8.0,11,24,92.2,97.5
Charlotte Bobcats,12,24,.333,8.5,11,25,94.8,100.6
Utah Jazz,24,14,.632,—,22,16,101.7,99.4
Minnesota Timberwolves,20,16,.556,3.0,19,17,95.7,95.0
Denver Nuggets,18,17,.514,4.5,19,16,104.8,103.1
Portland Trail Blazers,15,24,.385,9.5,13,26,92.1,97.2
Seattle SuperSonics,15,25,.375,10.0,16,24,99.8,102.4
Phoenix Suns,29,8,.784,—,28,9,111.4,102.9
Los Angeles Lakers,25,13,.658,4.5,22,16,105.2,102.8
Golden State Warriors,19,20,.487,11.0,18,21,105.4,106.6
Los Angeles Clippers,17,21,.447,12.5,16,22,95.2,97.5
Sacramento Kings,14,21,.400,14.0,17,18,101.3,101.8
Dallas Mavericks,32,8,.800,—,29,11,99.4,92.6
San Antonio Spurs,27,12,.692,4.5,30,9,98.8,90.6
Houston Rockets,25,14,.641,6.5,27,12,95.7,90.2
New Orleans/Oklahoma City Hornets,15,22,.405,15.5,13,24,90.1,94.3
Memphis Grizzlies,9,30,.231,22.5,13,26,98.5,103.4
