Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,44,16,.733,—,42,18,96.1,90.3
Miami Heat,37,24,.607,7.5,37,24,88.6,86.0
New York Knicks,35,25,.583,9.0,35,25,88.1,86.1
Orlando Magic,32,27,.542,11.5,33,26,97.7,96.1
Boston Celtics,26,34,.433,18.0,24,36,93.7,96.6
New Jersey Nets,21,41,.339,24.0,21,41,91.6,96.2
Washington Wizards,13,47,.217,31.0,16,44,92.4,99.2
Milwaukee Bucks,37,22,.627,—,36,23,100.7,97.3
Charlotte Hornets,34,27,.557,4.0,35,26,90.6,88.6
Toronto Raptors,33,28,.541,5.0,34,27,97.6,95.8
Indiana Pacers,26,32,.448,10.5,27,31,91.1,92.2
Cleveland Cavaliers,22,37,.373,15.0,20,39,91.2,95.7
Detroit Pistons,22,38,.367,15.5,22,38,94.6,98.1
Atlanta Hawks,18,43,.295,20.0,20,41,88.5,93.2
Chicago Bulls,11,48,.186,26.0,12,47,86.8,95.6
Utah Jazz,41,18,.695,—,42,17,97.6,91.7
San Antonio Spurs,41,19,.683,0.5,46,14,96.2,88.4
Dallas Mavericks,37,23,.617,4.5,37,23,99.5,96.1
Minnesota Timberwolves,37,24,.607,5.0,35,26,97.5,95.3
Houston Rockets,32,28,.533,9.5,35,25,96.2,94.1
Denver Nuggets,30,33,.476,13.0,25,38,96.6,99.4
Vancouver Grizzlies,19,43,.306,23.5,20,42,92.2,97.4
Portland Trail Blazers,42,19,.689,—,42,19,95.8,90.4
Los Angeles Lakers,40,19,.678,1.0,36,23,101.0,98.0
Sacramento Kings,39,19,.672,1.5,41,17,100.7,94.6
Phoenix Suns,36,23,.610,5.0,36,23,93.6,90.8
Seattle SuperSonics,31,31,.500,11.5,28,34,97.3,98.5
Los Angeles Clippers,22,41,.349,21.0,24,39,91.6,95.0
Golden State Warriors,16,45,.262,26.0,15,46,94.0,101.5
