Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,30,.620,—,50,29,99.3,95.4
Toronto Raptors,38,41,.481,11.0,34,45,103.8,105.9
New York Knicks,28,51,.354,21.0,30,49,101.9,105.6
Philadelphia 76ers,26,53,.329,23.0,28,51,97.2,101.3
New Jersey Nets,12,67,.152,37.0,17,62,92.3,101.4
Cleveland Cavaliers,61,19,.763,—,58,22,102.5,95.5
Milwaukee Bucks,45,34,.570,15.5,45,34,97.7,95.8
Chicago Bulls,38,41,.481,22.5,34,45,97.3,99.5
Indiana Pacers,31,48,.392,29.5,31,48,100.7,103.7
Detroit Pistons,26,53,.329,34.5,25,54,93.8,99.0
Orlando Magic,56,23,.709,—,58,21,102.3,95.1
Atlanta Hawks,50,29,.633,6.0,51,28,101.6,97.2
Miami Heat,44,35,.557,12.0,45,34,96.2,94.2
Charlotte Bobcats,42,37,.532,14.0,44,35,95.2,93.7
Washington Wizards,25,54,.316,31.0,27,52,96.2,100.9
Denver Nuggets,52,27,.658,—,51,28,106.6,102.1
Utah Jazz,52,28,.650,0.5,55,25,104.5,98.9
Oklahoma City Thunder,49,30,.620,3.0,49,30,101.2,97.6
Portland Trail Blazers,48,31,.608,4.0,49,30,97.9,94.5
Minnesota Timberwolves,15,64,.190,37.0,17,62,98.2,107.4
Los Angeles Lakers,56,23,.709,—,53,26,101.9,96.9
Phoenix Suns,51,28,.646,5.0,51,28,110.1,105.6
Los Angeles Clippers,27,52,.342,29.0,22,57,95.5,102.0
Sacramento Kings,25,54,.316,31.0,29,50,99.8,103.9
Golden State Warriors,24,54,.308,31.5,30,48,108.7,112.5
Dallas Mavericks,52,27,.658,—,46,33,101.6,99.4
San Antonio Spurs,48,31,.608,4.0,53,26,101.1,96.2
Houston Rockets,41,38,.519,11.0,39,40,102.0,102.3
Memphis Grizzlies,40,39,.506,12.0,37,42,102.5,103.4
New Orleans Hornets,35,45,.438,17.5,32,48,99.8,102.8
