Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,5,3,.625,—,5,3,100.9,96.9
Philadelphia 76ers,4,4,.500,1.0,4,4,97.6,97.9
New York Knicks,4,6,.400,2.0,5,5,99.1,100.3
Boston Celtics,3,6,.333,2.5,5,4,101.8,99.4
Toronto Raptors,2,6,.250,3.0,3,5,99.3,104.5
Cleveland Cavaliers,7,2,.778,—,6,3,96.6,90.8
Detroit Pistons,4,5,.444,3.0,4,5,95.0,96.2
Indiana Pacers,4,5,.444,3.0,3,6,94.0,98.1
Chicago Bulls,3,6,.333,4.0,5,4,96.1,94.9
Milwaukee Bucks,3,6,.333,4.0,3,6,99.0,103.8
Orlando Magic,6,3,.667,—,5,4,97.8,95.9
Atlanta Hawks,4,3,.571,1.0,4,3,100.0,96.4
Miami Heat,3,5,.375,2.5,1,7,88.9,99.9
Washington Wizards,3,5,.375,2.5,4,4,102.5,103.6
Charlotte Bobcats,2,6,.250,3.5,2,6,93.5,99.1
Utah Jazz,8,1,.889,—,7,2,107.0,98.9
Seattle SuperSonics,4,6,.400,4.5,5,5,103.9,103.1
Portland Trail Blazers,4,6,.400,4.5,3,7,93.1,99.9
Denver Nuggets,3,4,.429,4.0,4,3,105.4,104.6
Minnesota Timberwolves,3,5,.375,4.5,3,5,91.8,94.8
Los Angeles Clippers,5,2,.714,—,4,3,100.1,96.7
Golden State Warriors,6,3,.667,—,6,3,104.6,100.6
Los Angeles Lakers,6,3,.667,—,5,4,101.0,100.0
Sacramento Kings,5,3,.625,0.5,4,4,97.8,96.4
Phoenix Suns,3,5,.375,2.5,4,4,106.3,106.4
San Antonio Spurs,7,2,.778,—,6,3,97.9,91.8
Houston Rockets,6,3,.667,1.0,6,3,95.4,90.0
New Orleans/Oklahoma City Hornets,6,3,.667,1.0,5,4,95.7,94.4
Dallas Mavericks,4,4,.500,2.5,3,5,100.5,103.0
Memphis Grizzlies,1,7,.125,5.5,3,5,95.1,99.9
