Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,31,23,.574,—,28,26,94.0,93.4
Philadelphia 76ers,27,27,.500,4.0,24,30,100.3,101.7
Boston Celtics,22,33,.400,9.5,24,31,97.9,99.5
Toronto Raptors,20,34,.370,11.0,23,31,100.1,102.4
New York Knicks,15,39,.278,16.0,16,38,95.1,101.1
Detroit Pistons,45,9,.833,—,42,12,97.8,89.4
Cleveland Cavaliers,32,23,.582,13.5,33,22,98.5,95.7
Indiana Pacers,27,25,.519,17.0,32,20,93.4,90.6
Milwaukee Bucks,27,28,.491,18.5,24,31,95.6,97.5
Chicago Bulls,24,30,.444,21.0,26,28,97.2,97.5
Miami Heat,34,20,.630,—,35,19,100.2,96.1
Washington Wizards,28,25,.528,5.5,29,24,100.0,98.5
Orlando Magic,20,34,.370,14.0,21,33,93.0,96.0
Atlanta Hawks,17,36,.321,16.5,17,36,96.3,101.8
Charlotte Bobcats,15,41,.268,20.0,19,37,94.8,99.7
Denver Nuggets,30,26,.536,—,29,27,100.6,100.1
Utah Jazz,26,28,.481,3.0,21,33,89.8,92.7
Minnesota Timberwolves,23,31,.426,6.0,25,29,91.1,92.1
Seattle SuperSonics,21,35,.375,9.0,19,37,101.4,106.6
Portland Trail Blazers,18,36,.333,11.0,13,41,89.1,96.9
Phoenix Suns,36,17,.679,—,38,15,107.0,100.2
Los Angeles Clippers,31,23,.574,5.5,30,24,97.2,95.4
Los Angeles Lakers,28,27,.509,9.0,30,25,98.2,96.8
Sacramento Kings,25,30,.455,12.0,28,27,98.5,98.4
Golden State Warriors,24,30,.444,12.5,26,28,98.8,99.2
Dallas Mavericks,43,11,.796,—,40,14,100.0,92.8
San Antonio Spurs,42,12,.778,1.0,39,15,94.5,88.0
Memphis Grizzlies,30,25,.545,13.5,32,23,89.7,87.8
New Orleans/Oklahoma City Hornets,29,25,.537,14.0,26,28,92.4,93.0
Houston Rockets,24,31,.436,19.5,25,30,90.5,91.5
