Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,22,3,.880,—,22,3,100.4,86.6
Toronto Raptors,15,14,.517,9.0,16,13,98.0,96.1
New Jersey Nets,12,15,.444,11.0,9,18,91.9,97.0
Philadelphia 76ers,11,16,.407,12.0,12,15,93.6,94.8
New York Knicks,8,19,.296,15.0,7,20,94.1,101.8
Detroit Pistons,20,7,.741,—,21,6,98.8,89.7
Indiana Pacers,15,13,.536,5.5,14,14,104.5,104.1
Cleveland Cavaliers,13,16,.448,8.0,11,18,96.4,100.3
Milwaukee Bucks,11,15,.423,8.5,9,17,95.4,99.9
Chicago Bulls,9,16,.360,10.0,8,17,92.0,96.7
Orlando Magic,18,11,.621,—,18,11,102.9,99.8
Atlanta Hawks,14,12,.538,2.5,12,14,94.3,94.9
Washington Wizards,13,13,.500,3.5,14,12,99.9,98.8
Charlotte Bobcats,10,15,.400,6.0,8,17,92.9,97.9
Miami Heat,8,20,.286,9.5,10,18,94.4,98.8
Denver Nuggets,16,11,.593,—,16,11,106.1,102.9
Portland Trail Blazers,16,12,.571,0.5,13,15,95.3,96.3
Utah Jazz,15,14,.517,2.0,19,10,104.9,100.0
Seattle SuperSonics,8,20,.286,8.5,8,20,98.1,105.1
Minnesota Timberwolves,4,22,.154,11.5,6,20,93.6,102.0
Phoenix Suns,19,9,.679,—,18,10,109.7,104.9
Los Angeles Lakers,18,10,.643,1.0,19,9,106.4,101.3
Golden State Warriors,16,12,.571,3.0,16,12,108.2,106.4
Sacramento Kings,11,15,.423,7.0,11,15,99.0,101.3
Los Angeles Clippers,9,17,.346,9.0,9,17,93.3,98.2
San Antonio Spurs,19,7,.731,—,19,7,99.7,93.0
Dallas Mavericks,19,9,.679,1.0,18,10,102.0,98.1
New Orleans Hornets,17,10,.630,2.5,16,11,96.3,93.5
Houston Rockets,13,15,.464,7.0,14,14,94.7,94.3
Memphis Grizzlies,8,19,.296,11.5,11,16,101.8,105.0
