Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,25,13,.658,—,25,13,101.5,96.5
Brooklyn Nets,24,16,.600,2.0,23,17,96.6,94.6
Boston Celtics,20,19,.513,5.5,19,20,95.2,95.8
Philadelphia 76ers,17,23,.425,9.0,14,26,93.2,97.3
Toronto Raptors,14,26,.350,12.0,17,23,97.1,99.2
Indiana Pacers,25,16,.610,—,24,17,91.5,89.3
Chicago Bulls,23,15,.605,0.5,22,16,94.1,91.9
Milwaukee Bucks,20,18,.526,3.5,17,21,96.3,97.4
Detroit Pistons,14,25,.359,10.0,17,22,94.8,96.3
Cleveland Cavaliers,10,31,.244,15.0,13,28,95.0,100.4
Miami Heat,26,12,.684,—,26,12,102.1,96.6
Atlanta Hawks,22,17,.564,4.5,20,19,95.6,95.5
Orlando Magic,14,25,.359,12.5,15,24,95.1,98.4
Charlotte Bobcats,10,29,.256,16.5,9,30,95.1,103.4
Washington Wizards,8,29,.216,17.5,11,26,90.9,96.9
Oklahoma City Thunder,32,8,.800,—,31,9,105.7,96.4
Denver Nuggets,24,18,.571,9.0,24,18,102.7,100.4
Utah Jazz,21,19,.525,11.0,20,20,98.4,98.6
Portland Trail Blazers,20,19,.513,11.5,17,22,96.9,99.0
Minnesota Timberwolves,16,20,.444,14.0,15,21,94.8,96.7
Los Angeles Clippers,31,9,.775,—,31,9,101.8,92.9
Golden State Warriors,23,15,.605,7.0,20,18,100.1,99.1
Los Angeles Lakers,17,22,.436,13.5,22,17,103.1,101.4
Sacramento Kings,15,25,.375,16.0,12,28,96.9,102.9
Phoenix Suns,13,28,.317,18.5,14,27,95.4,99.7
San Antonio Spurs,31,11,.738,—,32,10,104.5,96.2
Memphis Grizzlies,25,13,.658,4.0,24,14,93.4,89.8
Houston Rockets,21,20,.512,9.5,22,19,105.1,103.7
Dallas Mavericks,17,24,.415,13.5,16,25,99.9,102.9
New Orleans Hornets,13,26,.333,16.5,14,25,92.3,96.3
