Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,17,8,.680,—,16,9,98.0,94.4
New York Knicks,17,10,.630,1.0,16,11,91.8,89.5
Orlando Magic,14,11,.560,3.0,13,12,102.1,101.4
Philadelphia 76ers,14,13,.519,4.0,13,14,90.2,90.8
Boston Celtics,11,14,.440,6.0,12,13,97.0,97.8
Washington Wizards,9,17,.346,8.5,8,18,92.5,98.0
New Jersey Nets,8,18,.308,9.5,10,16,95.1,98.6
Charlotte Hornets,16,8,.667,—,17,7,101.4,95.3
Indiana Pacers,16,9,.640,0.5,18,7,101.0,95.1
Milwaukee Bucks,14,12,.538,3.0,14,12,102.2,101.4
Toronto Raptors,14,12,.538,3.0,14,12,97.7,96.5
Detroit Pistons,12,14,.462,5.0,13,13,103.3,102.8
Cleveland Cavaliers,11,14,.440,5.5,10,15,99.8,102.6
Atlanta Hawks,10,15,.400,6.5,11,14,99.6,101.4
Chicago Bulls,2,21,.087,13.5,3,20,85.2,96.8
San Antonio Spurs,19,8,.704,—,20,7,95.4,88.7
Utah Jazz,16,10,.615,2.5,17,9,93.9,90.2
Denver Nuggets,13,11,.542,4.5,10,14,96.9,98.7
Minnesota Timberwolves,10,13,.435,7.0,11,12,96.5,96.9
Dallas Mavericks,8,18,.308,10.5,9,17,99.9,104.0
Houston Rockets,8,18,.308,10.5,11,15,97.0,99.6
Vancouver Grizzlies,5,19,.208,12.5,6,18,93.0,100.8
Los Angeles Lakers,22,5,.815,—,20,7,96.7,89.1
Portland Trail Blazers,19,7,.731,2.5,19,7,95.6,89.2
Seattle SuperSonics,18,8,.692,3.5,14,12,100.0,98.6
Phoenix Suns,17,8,.680,4.0,18,7,101.6,95.3
Sacramento Kings,14,9,.609,6.0,13,10,104.9,102.6
Los Angeles Clippers,7,18,.280,14.0,6,19,89.8,97.9
Golden State Warriors,6,19,.240,15.0,7,18,95.6,101.9
