Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,23,13,.639,—,23,13,101.5,97.1
Brooklyn Nets,21,15,.583,2.0,21,15,96.3,94.3
Boston Celtics,19,17,.528,4.0,17,19,95.4,96.1
Philadelphia 76ers,16,22,.421,8.0,13,25,92.6,96.8
Toronto Raptors,14,22,.389,9.0,16,20,96.6,98.1
Indiana Pacers,23,14,.622,—,21,16,91.1,89.1
Chicago Bulls,20,15,.571,2.0,19,16,93.5,92.3
Milwaukee Bucks,18,17,.514,4.0,16,19,96.2,97.4
Detroit Pistons,14,24,.368,9.5,17,21,95.0,96.2
Cleveland Cavaliers,9,29,.237,14.5,12,26,94.5,99.8
Miami Heat,24,11,.686,—,24,11,102.6,97.2
Atlanta Hawks,21,15,.583,3.5,19,17,96.5,95.5
Orlando Magic,13,23,.361,11.5,14,22,95.0,98.0
Charlotte Bobcats,9,27,.250,15.5,9,27,95.5,103.6
Washington Wizards,6,28,.176,17.5,8,26,89.4,96.8
Oklahoma City Thunder,28,8,.778,—,28,8,105.7,96.5
Denver Nuggets,22,16,.579,7.0,23,15,102.0,99.3
Portland Trail Blazers,20,16,.556,8.0,16,20,97.1,99.1
Utah Jazz,20,19,.513,9.5,19,20,98.3,98.7
Minnesota Timberwolves,16,17,.485,10.5,16,17,95.4,96.1
Los Angeles Clippers,28,9,.757,—,29,8,101.8,93.4
Golden State Warriors,23,12,.657,4.0,20,15,101.0,98.9
Los Angeles Lakers,15,21,.417,12.5,19,17,103.1,102.1
Sacramento Kings,13,24,.351,15.0,11,26,97.0,103.2
Phoenix Suns,13,26,.333,16.0,14,25,95.5,99.7
San Antonio Spurs,28,11,.718,—,29,10,104.8,96.9
Memphis Grizzlies,24,11,.686,2.0,24,11,94.6,89.7
Houston Rockets,21,17,.553,6.5,22,16,105.4,103.3
Dallas Mavericks,15,23,.395,12.5,14,24,99.1,102.7
New Orleans Hornets,11,25,.306,15.5,12,24,92.0,96.7
